ID,value_ave_GB,value_ConPV_mx,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mx,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1
18,548,2.91,40.7,0.75,2428,546,0.87,6.26,21.16,1.041,0.467,0.644,,,,
41,397,2.61,32.1,,1811,420,0.66,3.59,24,1.036,,0.681,,,,
25,390.5,,,,,,,6.6,18.4,0.626,0.31,0.091,,,,
40,303,2.93,40.6,0.82,1996,464,0.82,6.46,22.37,1.153,0.698,0.526,,,,
15,527.5,2.78,36.6,0.65,2523,526,0.97,,21.31,1.302,0.81,1.025,,,,
29,400,3.16,47.9,0.89,1960,480,0.75,,,,,,,,,
24,477.5,2.89,40.4,1.12,3044,378,0.59,6.77,21.8,0.858,,0.747,,,,
14,559,3.3,52.9,1.16,,370,0.58,,21.6,0.838,0.521,,,,,
45,,,,,,,,6.57,20.84,1.189,0.324,0.558,,,,
26,437,3,43,0.79,2056,532,0.84,5.02,24.21,0.717,0.311,0.294,,,,
9,542,2.91,40.8,0.92,2779,448,0.66,6.49,,0.633,0.156,0.056,,,,
35,,2.91,40.9,1.13,2589,356,0.53,4.21,24.57,0.83,0.489,0.339,,,,
17,465,,,,,,,,,,,,,,,
10,441,,,,,,,,,,,,,,,
7,526,,,,,,,,,,,,,,,
31,514.5,2.92,40.8,0.76,2097,548,0.79,4.91,24.29,1.081,0.746,0.604,,,,
32,427.5,3,43,1.01,3034,386,0.6,4.57,22.9,0.689,0.421,0.408,,,,
33,395,,,,,,,,,,,,,,,
48,468.5,2.9,40.2,0.65,1743,560,0.87,6.82,20.55,1,0.419,0.361,,,,
42,497,2.92,41.1,1.15,2106,336,0.59,5.6,20.98,0.788,0.258,0.179,,,,
12,444,2.78,37.1,0.92,2072,410,0.57,4.89,22.58,1.257,,0.573,,,,
47,,3.08,45.8,0.79,1939,500,0.75,5.49,22.29,1.144,0.342,0.335,,,,
37,,2.77,36.3,0.94,2881,426,0.59,4.42,22.99,0.958,0.484,0.304,,,,
34,613,2.95,42,1.03,2840,402,0.64,4.03,24.92,0.925,0.11,0.17,,,,
1,385,2.83,38.2,0.92,2363,400,,4.12,23.98,0.912,0.266,0.245,,,,
44,,2.94,41.9,0.85,1772,444,0.77,6.27,20.78,0.962,0.156,0.144,,,,
49,412,,,,,,,,,,,,,,,
36,,2.78,37.3,1.31,2745,280,0.42,5.04,22.27,1.15,0.666,0.28,,,,
16,525.5,2.95,41.1,0.95,2719,408,0.65,4.94,24.25,0.973,0.507,0.336,,,,
46,414.5,3.3,53,0.8,2247,538,0.83,6.55,21.41,1.122,0.01,0.321,,,,
13,,,,,,,,5.19,24.2,0.874,0.175,0.306,,,,
4,543,,,,,,,,,,,,,,,
26,398,,,,,,,,,,,,,,,
13,322.5,,,,,,,,,,,,,,,
32,423,,,,,,,,,,,,,,,
46,456.5,,,,,,,,,,,,,,,
1,407,,,,,,,,,,,,,,,
34,630.5,,,,,,,,,,,,,,,
12,480,,,,,,,,,,,,,,,
44,417.5,,,,,,,,,,,,,,,
18,573.5,,,,,,,,,,,,,,,
14,525,,,,,,,,,,,,,,,
25,389.5,,,,,,,,,,,,,,,
7,525.5,,,,,,,,,,,,,,,
10,446,,,,,,,,,,,,,,,
40,334.5,,,,,,,,,,,,,,,
11,489,,,,,,,,,,,,,,,
42,527,,,,,,,,,,,,,,,
38,550,,,,,,,,,,,,,,,
9,529.5,,,,,,,,,,,,,,,
21,559,,,,,,,,,,,,,,,
24,442,,,,,,,,,,,,,,,
6,597,,,,,,,,,,,,,,,
19,383.5,,,,,,,,,,,,,,,
28,419,,,,,,,,,,,,,,,
49,500,,,,,,,,,,,,,,,
29,478.5,,,,,,,,,,,,,,,
8,566.5,,,,,,,,,,,,,,,
17,432,,,,,,,,,,,,,,,
23,617.5,,,,,,,,,,,,,,,
27,499,,,,,,,,,,,,,,,
33,429,,,,,,,,,,,,,,,
4,536,2.88,39.7,0.99,2150,410,0.65,3.56,27.76,1.103,0.553,0.709,74.1,14.46,8.38,7.09
32,425,2.89,39.7,0.87,2898,420,0.63,3.04,27.45,0.64,0.47,0.214,75.6,,7.38,5.84
35,,2.86,39.7,1.1,2635,370,0.52,2.64,26.58,0.974,,0.537,81.2,21.69,10.45,9.73
33,372.5,,,,,,,,,,,,82.3,24.31,12.3,9.31
6,663,2.93,41,1.22,3578,330,0.47,3.7,26.95,0.605,0.279,0.337,79.5,20.61,,9.09
34,650,,,1.06,2899,400,0.63,2.7,28.34,0.564,0.267,0.189,73,15.27,9.36,6.77
44,453,,,0.8,1647,466,0.89,4.09,25.95,0.764,,0.116,77.2,,9.84,7.3
8,517.5,2.82,38.4,0.87,1502,428,0.63,3.78,26.51,0.944,0.605,0.412,70.5,22.47,11.13,8.79
46,452.5,3.19,49.4,0.77,2033,504,0.91,3.94,25.12,1.103,0.673,0.552,78.8,14.44,,7.86
18,557,2.88,39.9,0.83,2473,486,0.71,4.06,26,0.897,0.201,0.009,,,,
37,,2.72,35,1.06,3063,354,0.49,3.53,24.58,0.531,0.398,,72.8,12.57,7,5.9
49,501,,,,,,,,,,,,,,,
10,459,,,,,,,,,,,,,,,
16,507.5,,,,,,,4.63,23.53,0.657,0.334,0.181,78.7,20.97,9.83,9.44
2,512.5,2.82,37.9,0.87,2158,430,0.69,4.54,24.94,0.861,0.403,0.426,75.8,16.5,,6.91
24,506,2.88,39.5,1,3020,418,0.71,2.83,26.54,0.93,,0.517,76.8,17.56,8.73,7.93
19,375.5,2.64,33.5,0.72,1689,498,0.89,2.92,27.85,1,0.435,0.456,67.7,17.42,9.32,9.42
48,457.5,3.03,44.3,0.69,1977,556,,3.59,26.03,1.044,0.46,0.245,74,14.25,9.56,6.74
27,451.5,2.93,40.1,0.81,2615,468,0.74,3.36,27.31,1.073,0.552,0.191,66.7,14.45,10.62,6.38
29,469.5,3.2,50,0.96,2119,458,0.69,2.81,26.98,0.806,0.157,0.351,76.4,13.95,10.16,6.29
25,437.5,,,,,,,2.72,22.98,0.797,0.269,0.124,,,,
38,520,2.96,42.4,1.08,2708,348,0.56,3.29,28.35,1.086,0.741,0.823,78.9,14.32,9.52,6.01
14,552,3.26,51.3,1.11,,382,0.57,3.43,27.67,0.428,0.535,0.317,81.3,14.16,12.24,7.74
1,389,2.81,37,0.84,2264,428,0.71,2.8,27.06,0.883,0.325,0.179,69.3,19.71,11.05,8.39
21,575,2.75,36.1,1.03,2595,358,0.53,3.5,26.3,1.074,0.718,0.426,63.2,18.78,10.33,9.45
42,530,2.91,40.9,0.98,2257,386,0.68,2.12,27.83,0.548,0.618,0.392,77.2,13.77,9.48,6.3
13,,,,,,,,,,,,,75,16.79,10.76,8.95
12,444,2.8,37.3,0.94,2186,424,0.6,2.97,26.53,0.792,0.238,,72.5,17.27,9.85,5.92
40,315.5,,,,,,,3.62,25.47,0.886,0.719,0.509,77.9,16.78,12.55,6.35
7,523,,,,,,,,,,,,,,,
28,369,2.67,34.3,0.75,2141,482,0.72,4.21,24.19,0.87,0.503,0.55,71,20.32,9.71,10.01
9,556,2.82,38.2,0.88,2699,442,0.69,3.44,26.53,0.73,0.118,0.094,70.4,15.62,8.61,6.91
11,405.5,2.81,36.9,1.05,2882,364,0.59,2.42,25.71,1.142,0.558,0.329,79.2,18.63,10.18,7.27
47,,,42,0.75,1923,502,0.83,4.54,25.53,0.852,0.501,0.158,73.8,17.69,10.97,8.46
45,,2.87,39.5,0.72,1663,558,0.79,3.99,25.95,1.113,0.709,0.456,81.5,16.13,10.67,7.34
17,455,,,,,,,3.43,26.67,0.699,0.272,0.223,80,17.73,11.99,10.07
26,443,2.94,41.3,0.79,2080,540,0.86,4.19,27.09,0.698,0.649,0.336,78.4,13.6,7.54,6.71
36,,2.76,36.6,1.28,2603,282,0.41,2.79,27.25,1.095,0.565,0.43,76.4,18.77,9.57,6.75
31,474,2.87,39.1,0.77,2184,506,0.74,3.22,28.29,0.968,0.466,0.438,74,16.3,9.65,6.83
4,555.5,,,,,,,,,,,,,,,
17,447,,,,,,,,,,,,,,,
46,460,,,,,,,,,,,,,,,
44,364.5,,,,,,,,,,,,,,,
1,408,,,,,,,,,,,,,,,
49,470,,,,,,,,,,,,,,,
10,445,,,,,,,,,,,,,,,
18,533,,,,,,,,,,,,,,,
48,494.5,,,,,,,,,,,,,,,
7,497,,,,,,,,,,,,,,,
33,365,,,,,,,,,,,,,,,
27,504,,,,,,,,,,,,,,,
9,558,,,,,,,,,,,,,,,
42,556,,,,,,,,,,,,,,,
12,428,,,,,,,,,,,,,,,
23,618.5,,,,,,,,,,,,,,,
31,440.5,,,,,,,,,,,,,,,
29,466.5,,,,,,,,,,,,,,,
40,268.5,,,,,,,,,,,,,,,
8,535,,,,,,,,,,,,,,,
24,493,,,,,,,,,,,,,,,
32,420.5,,,,,,,,,,,,,,,
11,443,,,,,,,,,,,,,,,
14,548.5,,,,,,,,,,,,,,,
19,365,,,,,,,,,,,,,,,
21,587,,,,,,,,,,,,,,,
41,387.5,,,,,,,,,,,,,,,
4,496,2.88,40,1.06,2252,360,0.64,7.09,21.34,0.953,0.355,0.357,,,,
23,657.5,,,,,,,,,,,,,,,
8,551,2.82,38.2,0.88,1653,416,0.71,5.88,22,1.101,0.943,0.533,,,,
36,,2.82,38.2,1.32,2714,282,0.4,,,,,,,,,
13,341,,,,,,,5.86,23.91,0.675,0.586,0.547,,,,
47,,,,,,,,7.79,19.42,0.896,0.223,0.08,,,,
21,549,2.77,36.5,1.17,2806,320,0.53,,,0.971,0.866,0.453,,,,
19,328.5,2.72,33.9,0.76,1845,456,0.78,6.23,22.2,0.973,0.356,0.155,,,,
45,,,,,,,,4.46,22.17,0.976,0.535,0.285,,,,
16,510,2.95,41.4,1.17,2888,322,0.57,5.87,,0.75,0.368,0.072,,,,
27,480.5,3.05,44.6,0.85,2585,492,0.73,6.82,20.94,1.083,0.463,0.138,,,,
14,537.5,3.14,48.2,1.04,2534,402,0.61,,20.27,0.558,0.489,0.211,,,,
26,441,2.94,41.4,0.79,2081,528,0.79,7.58,21.27,0.579,0.461,0.094,,,,
42,508.5,2.92,41.3,1.08,2027,358,0.57,8,20.62,0.596,0.345,0.039,,,,
32,418.5,2.92,40.4,0.94,3064,408,0.57,3.36,23.18,0.739,0.598,0.293,,,,
41,401,2.52,29.1,0.67,1752,490,0.93,,,,,,,,,
46,,,,,,,,7.85,20.32,0.906,0.461,0.435,,,,
38,540,3.1,46.7,,2778,344,0.54,7.13,20.97,1.106,0.549,0.501,,,,
28,410.5,2.77,36.6,0.86,2254,424,0.67,5.4,22.83,0.886,0.501,0.596,,,,
49,434.5,2.65,32.2,0.55,2729,646,0.97,7.05,20.92,0.854,0.512,0.26,,,,
7,516,,,,,,,,,,,,,,,
1,403.5,2.8,37.5,0.9,2294,404,0.66,5.28,22.8,0.867,0.123,0.109,,,,
33,425.5,,,,,,,,,,,,,,,
18,570.5,2.95,41.8,0.83,2392,498,0.75,,,,,,,,,
37,400.5,2.69,34.2,1.01,2868,376,0.58,,,0.769,0.208,0.103,,,,
6,,3.01,43.1,1.39,4031,298,0.43,3.72,21.42,0.713,0.561,,,,,
10,465,,,,,,,,,,,,,,,
25,388.5,2.52,29.4,0.75,2352,458,0.7,8.35,19.78,0.571,0.137,0.045,,,,
44,412,,,,,,,7.91,19.25,0.99,0.158,0.195,,,,
40,285.5,2.8,37,0.75,1868,510,0.84,6.08,,0.956,0.457,0.24,,,,
11,421.5,2.82,37.9,1.02,3005,380,0.55,8.55,18.99,0.968,0.742,0.613,,,,
31,463,2.86,39,0.73,1897,522,0.8,5.42,23.22,0.812,0.605,0.731,,,,
48,509.5,,,,,,,7.22,20.03,0.889,0.351,0.162,,,,
34,556,2.92,40.4,0.91,2458,434,0.64,4.79,23.74,0.7,0.399,0.151,,,,
24,474,2.86,39.4,0.86,2827,488,0.68,6.1,20.97,0.853,0.333,0.139,,,,
17,435,3.08,45.6,1.12,2841,392,0.61,,,0.765,0.379,0.348,,,,
2,467,2.76,36.1,0.87,2014,418,0.67,6.95,21.85,0.83,0.329,0.246,,,,
12,444,2.78,37.2,0.89,1998,440,0.62,,21,1.001,0.294,,,,,
29,482.5,3.16,48.6,0.9,1982,484,0.76,5.96,21.12,0.903,,0.189,,,,
48,432.5,,,,,,,,,,,,,,,
21,556,,,,,,,,,,,,,,,
44,399.5,,,,,,,,,,,,,,,
4,489.5,,,,,,,,,,,,,,,
14,505,,,,,,,,,,,,,,,
19,365,,,,,,,,,,,,,,,
41,388.5,,,,,,,,,,,,,,,
32,457,,,,,,,,,,,,,,,
38,530,,,,,,,,,,,,,,,
17,375,,,,,,,,,,,,,,,
28,392.5,,,,,,,,,,,,,,,
27,507.5,,,,,,,,,,,,,,,
18,552,,,,,,,,,,,,,,,
49,475.5,,,,,,,,,,,,,,,
34,621,,,,,,,,,,,,,,,
24,459,,,,,,,,,,,,,,,
33,474.5,,,,,,,,,,,,,,,
37,412,,,,,,,,,,,,,,,
12,425,,,,,,,,,,,,,,,
6,637.5,,,,,,,,,,,,,,,
26,424.5,,,,,,,,,,,,,,,
29,413.5,,,,,,,,,,,,,,,
11,429.5,,,,,,,,,,,,,,,
40,365,,,,,,,,,,,,,,,
42,555.5,,,,,,,,,,,,,,,
31,476.5,,,,,,,,,,,,,,,
9,554.5,,,,,,,,,,,,,,,
2,424,,,,,,,,,,,,,,,
1,404,,,,,,,,,,,,,,,
7,483.5,,,,,,,,,,,,,,,
8,529,,,,,,,,,,,,,,,
10,479.5,,,,,,,,,,,,,,,
16,508,,,,,,,,,,,,,,,
25,376,,,,,,,,,,,,,,,
23,641.5,,,,,,,,,,,,,,,
4,558,2.82,38.2,0.94,2127,416,0.65,4.52,25.93,0.83,0.188,0.17,76.1,14.43,8.37,7.45
45,,2.79,37.2,0.6,,660,1.03,7.61,20.49,0.985,0.57,0.559,80.5,14.85,10.96,7.68
31,465,2.88,39.6,0.64,1913,,,,,,,,72.1,17.66,10.79,8.98
38,525,3.03,44.7,1.07,2647,356,0.59,5.33,24.66,,0.698,0.643,80.5,13.56,9.16,6.56
49,507.5,2.56,29.6,0.51,2464,632,0.94,5.82,22.31,0.733,0.393,0.199,72.3,13.67,7.8,6.37
9,562.5,2.84,38.6,0.84,2591,488,0.74,5.49,24.76,0.588,0.132,,71,15.89,8.5,7.16
32,441.5,2.97,41.9,0.97,3011,396,0.63,5.95,24.64,0.67,0.593,0.211,77.8,,8.35,5.94
17,480,2.95,41.7,0.97,2546,414,0.61,3.62,26.96,0.505,0.311,0.253,,,,
18,513,2.87,39.5,0.88,2514,456,0.68,6.49,23.73,0.864,0.163,0.085,78.2,15.31,10.71,8.12
19,376,2.6,32.2,0.65,1756,550,0.96,5.9,25.82,0.961,0.335,0.306,69.7,17.23,9.32,9.3
42,503.5,2.82,38.2,0.96,1960,360,0.61,3,26.59,0.488,0.357,0.214,76.2,13.98,9.28,6.67
33,494.5,2.87,39.3,0.81,2074,486,0.72,3.59,26.19,0.926,0.547,0.431,,,,
37,425,2.65,33.4,0.9,2712,412,0.6,3.63,24.53,0.702,0.526,0.311,70.8,14.63,7.97,8.64
24,507,2.81,37.4,0.85,2828,466,0.7,5.56,24.82,0.769,0.318,0.294,71.9,19.02,10.42,9.33
12,446.5,2.73,35.2,0.89,2112,428,0.63,5.02,25.82,,0.152,,71.5,16.05,9.61,6.39
29,380.5,3.17,48.7,0.95,2044,458,0.73,2.82,29.06,0.806,0.317,0.489,,,,
16,500.5,2.93,40.8,0.98,2767,370,0.57,4.32,24.99,0.801,0.333,0.253,72.8,16.69,7.42,6.48
14,509.5,3.16,48.6,0.96,2544,434,0.69,,,,,,79.2,15.89,,8.85
41,387,,,,,,,4.18,24.87,1.009,0.33,0.575,70,21.35,9.7,8
6,585,2.87,38.7,1.24,3620,308,0.5,4.98,23.87,0.72,0.402,0.231,77.4,16.66,12.03,8.39
2,455,2.7,35.1,0.81,1930,430,0.72,4.53,26.17,,0.306,0.483,,,,
11,463.5,,,,,,,,,,,,,,,
10,439.5,,,,,,,4.28,25.91,1.216,0.726,0.725,,,,
28,433.5,2.72,35.4,0.76,2144,478,0.75,5.05,24.99,0.717,0.587,0.477,71,17.34,8.45,8.42
7,503,,,,,,,,,,,,,,,
27,506.5,2.98,42.1,0.85,2539,466,0.77,4.11,24.54,0.96,0.415,0.175,67.7,13.48,9.76,6.31
47,,3.07,45.8,0.84,1954,460,0.81,6.18,21.64,0.778,0.411,0.199,75.2,16.89,9.68,8.1
8,543.5,2.79,37.2,0.8,1537,438,0.65,5.41,25.62,0.781,0.506,0.571,,,,
40,323,2.9,39.9,0.82,2083,462,0.77,5.41,25.61,0.906,0.358,0.34,74.4,14.54,11.6,6.87
26,397.5,2.9,40.6,0.78,2064,530,0.82,4.5,26.83,0.419,0.354,0.226,73,13.23,,7.92
23,641,2.94,41.3,0.77,2852,494,0.71,,,,,,81.7,14.34,7.26,7.09
1,394.5,2.8,37.1,1.01,2666,356,0.63,3.42,27.29,0.78,0.226,0.377,67.7,17.64,9.74,8.06
44,354,2.92,40.3,0.7,1488,522,0.94,3.5,25.32,0.83,,0.1,76.7,19,8.51,9.23
46,448,3.11,46.9,0.81,1937,500,0.75,5.66,21.69,0.845,0.357,0.322,79.8,14.06,,6.85
48,521.5,2.95,41.4,0.7,1711,520,,6.15,22.15,0.742,0.374,0.188,,,,
36,,2.71,35.5,1.24,2742,286,0.42,5.11,26.1,1,0.623,0.343,72.8,16.54,9.16,6.93
5,,,,,,,,,23.43,0.853,0.096,0.111,78.9,,8.62,
22,,2.5,29,0.79,2091,474,0.71,4.88,25.04,0.808,0.371,0.284,78.1,17.1,11.68,8.99
13,,,,,,,,5.14,26.26,0.828,0.63,0.645,75,20.39,,
44,355,,,,,,,,,,,,,,,
26,404,,,,,,,,,,,,,,,
5,429.5,,,,,,,,,,,,,,,
25,367.5,,,,,,,,,,,,,,,
29,489,,,,,,,,,,,,,,,
4,591.5,,,,,,,,,,,,,,,
13,373,,,,,,,,,,,,,,,
33,485,,,,,,,,,,,,,,,
28,403.5,,,,,,,,,,,,,,,
14,528.5,,,,,,,,,,,,,,,
26,417.5,,,,,,,,,,,,,,,
29,478,,,,,,,,,,,,,,,
31,477,,,,,,,,,,,,,,,
10,465,,,,,,,,,,,,,,,
48,543.5,,,,,,,,,,,,,,,
27,537.5,,,,,,,,,,,,,,,
42,562,,,,,,,,,,,,,,,
41,406,,,,,,,,,,,,,,,
16,554,,,,,,,,,,,,,,,
12,432.5,,,,,,,,,,,,,,,
2,477,,,,,,,,,,,,,,,
1,411,,,,,,,,,,,,,,,
49,472,,,,,,,,,,,,,,,
19,429.5,,,,,,,,,,,,,,,
38,540,,,,,,,,,,,,,,,
44,507,,,,,,,,,,,,,,,
9,561,,,,,,,,,,,,,,,
40,318.5,,,,,,,,,,,,,,,
18,541,,,,,,,,,,,,,,,
23,620.5,,,,,,,,,,,,,,,
7,481,,,,,,,,,,,,,,,
32,447,,,,,,,,,,,,,,,
11,445,,,,,,,,,,,,,,,
24,561.5,,,,,,,,,,,,,,,
6,618,,,,,,,,,,,,,,,
17,425,,,,,,,,,,,,,,,
4,560,2.78,37.4,0.88,2119,418,0.66,,,,,,75.1,14.46,8.8,7.39
5,,,,,,,,,,,,,76.8,,7.99,
17,,2.84,38.5,0.95,2647,414,0.6,,,,,,81,19.34,12.41,11.08
22,,2.54,30.1,0.77,2069,496,0.72,,,,,,80.7,17.62,11.32,8.75
11,465,2.75,35.4,1,2934,370,0.67,,,,,,80.2,17.97,12.82,8.74
42,560,2.7,34.9,0.83,1768,422,0.66,,,,,,75.2,17.1,9.98,8.11
36,,2.7,35.2,1.26,2475,284,0.41,,,,,,74.9,18.83,10.2,8.35
18,567,2.78,36.8,0.81,2453,478,0.69,,,,,,78.2,18.35,10.95,9.22
38,500,2.96,42,0.97,2535,354,0.57,,,,,,80,15.77,9.45,6.83
1,398.5,2.74,35.3,0.92,2387,382,0.63,,,,,,66.7,18.47,8.99,7.72
10,371,2.71,34.1,0.97,2759,,0.58,,,,,,75,19.35,11.63,11.27
26,445.5,2.92,41,0.74,2038,542,0.84,,,,,,76.8,14.49,,7.71
33,446.5,,,,,,,,,,,,79.7,29.1,,
44,487.5,2.85,38.8,0.7,1563,514,0.82,,,,,,,18.14,8.2,8.49
19,444.5,2.61,32.1,0.67,1689,528,0.81,,,,,,69.7,19.84,,11.07
41,427,,,,,,,,,,,,74,22.51,11.4,8.86
2,482,2.66,33.6,0.78,1966,464,0.72,,,,,,75.8,17.66,,7.74
49,445,2.6,30.8,0.57,2668,592,1,,,,,,74.4,12.09,7.77,5.99
24,524,2.86,39.4,0.88,2925,456,0.73,,,,,,74.1,17.9,11.17,7.26
32,445.5,2.84,38.6,0.92,2817,396,0.65,,,,,,,,7.23,5.39
23,615.5,2.92,40.3,0.83,2991,458,0.69,,,,,,78,14.93,7.6,7.29
16,513.5,,,,,,,,,,,,,17.59,7.48,8.18
31,477,2.84,38,0.78,2123,490,0.77,,,,,,70.6,20.36,,
45,,2.83,38.7,0.64,1523,648,0.94,,,,,,75.1,16.71,10.89,7.55
7,483.5,,,,,,,,,,,,,13.74,8.93,6.17
12,452,2.79,36.6,0.9,2046,426,0.61,,,,,,71.5,15.14,8.85,6.51
35,,,,,,,,,,,,,81.2,20.19,11.2,10.01
29,424.5,3.1,46.8,0.88,1965,496,0.74,,,,,,74.5,17.38,,8.89
13,,,,,,,,,,,,,77.9,17.97,9.71,9.63
8,519,2.84,38.4,0.85,1581,420,0.73,,,,,,,,,
6,631,2.88,39.7,1.22,3482,324,,,,,,,80.5,21.22,,10.87
37,416.5,2.67,33.8,1.13,3072,336,0.46,,,,,,69.3,15.15,7.79,7.13
14,522,3.14,47.1,0.97,2457,406,0.64,,,,,,81.8,15.16,10.75,7.65
28,364.5,2.66,33.3,0.76,2049,448,0.73,,,,,,,20.04,9.29,9.06
27,450.5,2.87,38.8,0.8,2491,484,0.74,,,,,,69.7,15.87,10.05,6.59
48,538,2.83,38,0.69,1930,492,0.88,,,,,,,15.75,8.12,8.69
40,369.5,2.84,37.8,0.71,1846,504,0.91,,,,,,78.9,13.98,10.7,7.52
9,559.5,2.82,38.1,0.87,2697,452,0.66,,,,,,72.6,15.31,7.66,6.89
25,317.5,,,,,,,,,,,,,,,
47,,2.99,43.5,0.79,1935,506,0.92,,,,,,78.7,17.45,10.03,8.36
21,564.5,,,,,,,,,,,,,,,
49,489,,,,,,,,,,,,,,,
34,609,,,,,,,,,,,,,,,
10,436.5,,,,,,,,,,,,,,,
44,380,,,,,,,,,,,,,,,
38,460,,,,,,,,,,,,,,,
11,423.5,,,,,,,,,,,,,,,
4,544,,,,,,,,,,,,76.1,18.06,8.35,7.06
48,542,,,,,,,,,,,,,,,
31,413.5,,,,,,,,,,,,78.9,13.51,8.12,6.22
40,310.5,,,,,,,,,,,,76.9,14.56,9.68,7.02
8,501.5,,,,,,,,,,,,72,18.96,7.67,7.3
49,471,,,,,,,,,,,,,,,
28,381.5,,,,,,,,,,,,70.5,17.99,7.01,8.17
44,373.5,,,,,,,,,,,,79.7,18.36,7.77,7.46
5,,,,,,,,,,,,,77.9,,7.21,
9,573.5,,,,,,,,,,,,73.1,15.46,7.31,8.25
12,449,,,,,,,,,,,,77,15.35,8.01,5.9
16,513,,,,,,,,,,,,78.2,16.19,8.25,7.2
32,439.5,,,,,,,,,,,,77.2,,7.15,5.65
6,628,,,,,,,,,,,,77.4,17.68,9.06,7.14
7,481.5,,,,,,,,,,,,77.6,,5.85,5.51
35,,,,,,,,,,,,,87.6,20.21,10.72,9.57
37,427,,,,,,,,,,,,68.8,13.36,6.74,6.85
1,405.5,,,,,,,,,,,,66.1,16.36,8.11,7.45
21,572,,,,,,,,,,,,67.4,21.32,11.21,11.12
26,431.5,,,,,,,,,,,,82.7,13.82,6.73,6.81
14,537.5,,,,,,,,,,,,80.2,13.47,10.27,7.95
38,537.5,,,,,,,,,,,,,14.47,8.17,6.26
10,455,,,,,,,,,,,,76,19.74,11.59,8.84
47,,,,,,,,,,,,,77.7,20.08,8.98,8.4
46,494.5,,,,,,,,,,,,79.8,12.9,6.84,6.88
2,468.5,,,,,,,,,,,,76.3,20.1,6.83,8.88
45,,,,,,,,,,,,,84.4,16.95,,8.83
13,358.5,,,,,,,,,,,,78.4,15.21,7.66,7.17
24,555,,,,,,,,,,,,79.5,15.59,8.22,7.24
33,373,,,,,,,,,,,,,,,
29,497,,,,,,,,,,,,74.5,15.28,8.2,7.31
23,604.5,,,,,,,,,,,,80.6,14.23,6.7,7.57
27,403.5,,,,,,,,,,,,75.1,14.92,8.3,6.21
41,423.5,,,,,,,,,,,,73.5,21.65,8.47,7.41
19,372.5,,,,,,,,,,,,72.3,15.74,7.17,8.36
22,,,,,,,,,,,,,77.1,,9.71,7.04
34,625.5,,,,,,,,,,,,74.6,14.38,8.21,6.73
18,577.5,,,,,,,,,,,,77.7,16.98,8.76,9.55
25,285.5,,,,,,,,,,,,,,,
42,585,,,,,,,,,,,,78.2,13.54,7.46,7.16
11,457,,,,,,,,,,,,85.4,14.63,8.93,
4,530,2.8,37.7,0.92,2167,420,0.65,3.64,27.27,0.855,0.132,0.387,,,,
23,587.5,2.92,40.9,0.84,2925,462,0.66,,,,,,,,,
35,,2.94,41.7,1.07,2415,360,0.56,3.44,29.72,0.736,0.454,0.311,,,,
17,365,,,,,,,,,,,,,,,
47,,,49.1,0.9,1982,460,0.74,4.02,26.2,1.023,0.247,0.298,,,,
12,455,2.75,35.9,0.87,2064,430,0.64,2.91,27.92,,0.055,,,,,
38,535,2.91,40.7,0.97,2775,378,0.57,2.92,26.69,,0.468,0.573,,,,
11,420.5,2.85,38.3,1.06,2797,354,0.65,4.79,26.62,1.038,0.385,0.344,,,,
5,,,,,,,,3.13,26.59,0.799,,,,,,
16,537.5,2.84,37.8,1.07,2824,344,0.52,2.03,29.65,0.604,0.485,0.27,,,,
22,,2.54,30,0.81,2131,458,0.72,,,,,,,,,
13,,,,,,,,1.91,29.68,0.636,0.113,0.336,,,,
48,539,2.9,39.6,0.64,1852,578,0.88,,,,,,,,,
14,512.5,3.2,50,1.07,2445,394,0.69,2.89,29.01,0.594,0.311,0.289,,,,
10,432.5,2.69,33.3,0.92,2633,,0.59,,,,,,,,,
24,,2.75,36.3,0.76,2701,544,0.8,4.52,26.71,0.999,0.2,0.283,,,,
33,467,,,,,,,,,,,,,,,
27,511.5,2.84,38,0.74,2346,530,0.74,6.62,24.02,1.072,0.297,0.23,,,,
18,572.5,2.88,39.9,0.86,2464,454,0.67,7.07,23.5,0.89,0.005,0.061,,,,
28,439,2.66,33.5,0.79,2082,440,0.67,3.67,24.4,0.807,0.188,0.514,,,,
26,409.5,2.87,38.8,0.79,2093,528,0.9,1.79,27.59,0.846,0.479,0.569,,,,
9,588,2.81,37.8,0.91,2719,424,0.63,3.11,27.67,0.919,0.053,0.377,,,,
34,594,2.93,40.8,0.87,2388,,0.67,2.93,28.98,0.576,,,,,,
32,434,2.92,40.4,0.93,2779,406,0.61,2.5,25.3,0.659,0.142,,,,,
44,360.5,2.92,40.1,0.65,1467,556,1,6.4,25.81,0.901,,,,,,
41,,,,,,,,2.88,27.1,0.873,,0.353,,,,
40,299,2.89,39.6,0.81,2007,456,0.72,3.73,25.21,0.797,0.235,0.4,,,,
7,483.5,2.69,33.4,0.85,2015,418,0.66,3.18,26.24,0.903,0.042,,,,,
1,,2.79,36.5,0.91,2253,388,0.7,1.62,28.58,1.01,0.091,0.084,,,,
