ID,value_ave_GB,value_ConPV_mx,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1
26,398,,,,,,,,,,,,,,,
26,443,2.94,41.27,0.79,2079.6,0.54,0.79,4.19,27.09,0.678,0.589,0.276,78.4,13.6,7.54,6.71
26,441,2.94,41.37,0.79,2081.3,0.528,0.776,7.58,21.27,0.549,0.441,0.084,,,,
26,424.5,,,,,,,,,,,,,,,
26,397.5,2.9,40.6,0.78,2063.7,0.53,0.762,4.5,26.83,0.419,0.324,0.196,73,13.23,,7.92
26,404,,,,,,,,,,,,,,,
26,417.5,,,,,,,,,,,,,,,
26,445.5,2.92,40.96,0.74,2038.2,0.542,0.786,,,,,,76.8,14.49,,7.71
26,431.5,,,,,,,,,,,,82.7,13.82,6.73,6.81
26,409.5,2.87,38.79,0.79,2092.9,0.528,0.762,1.79,27.59,0.806,0.519,0.539,,,,
26,430.5,2.87,39.45,0.76,2067.9,0.526,0.776,6.15,26.73,0.663,0.642,0.363,77.8,13.32,7.6,7.37
26,453.5,2.95,41.76,0.78,2093.1,0.544,0.778,,,,,,,,,
26,432.5,,,,,,,,,,,,,,,
26,420.5,3.01,43.38,0.8,2148.3,0.522,0.766,,,,,,,,,
26,439.5,2.96,42.43,0.84,2250,0.502,0.736,4.92,24.89,0.745,0.651,0.367,,,,
26,493.5,2.8,36.87,0.76,2119.4,0.534,0.764,3.78,26.54,0.445,0.287,0.137,78.4,12.59,6.48,6.11
26,438,2.88,38.8,0.78,2118.2,0.54,0.778,,,,,,,12.11,6.92,6.4
26,,2.92,40.65,0.8,2016.9,0.524,0.762,3.23,28.55,0.698,0.464,0.313,,,,
27,,2.96,41.8,0.82,2432.4,0.484,0.672,5.08,22.89,1.07,0.408,0.384,72.1,20.44,9.01,9.24
27,474,,,,,,,,,,,,,,,
27,481.5,,,,,,,,,,,,,,,
27,462.5,2.93,40.67,0.74,2324.2,0.546,0.756,4.34,24.06,1.229,0.533,0.542,68.7,21.02,9.42,10.61
27,448.5,,,,,,,,,,,,,,,
27,510,,,,,,,,,,,,,,,
27,498.5,2.9,39.48,0.75,2345.7,0.508,0.704,,,,,,,,,
27,390.5,,,,,,,,,,,,,,,
27,535.5,2.88,39.06,0.79,2544.2,0.464,0.67,4.05,23.73,1.154,0.525,0.397,71.6,22.35,9.94,9.49
27,561.5,,,,,,,,,,,,,,,
27,438.5,2.82,37.37,0.75,2255.8,0.504,0.726,3.99,25.11,1.196,0.437,0.266,71.6,18.79,8.87,7.37
27,575,,,,,,,,,,,,,,,
27,,,,,,,,4.48,22.61,1.158,0.534,0.403,,23.5,9.88,8.98
27,495,2.83,37.87,,2167.7,,,3.98,24.84,,0.662,0.355,69.2,18.91,8.59,8.16
27,531.5,,,,,,,,,,,,,,,
27,521.5,2.87,38.65,0.72,2262.4,0.53,0.752,2.67,27.73,1.031,0.495,0.388,67.2,19.1,9.62,8.37
27,570,,,,,,,,,,,,,,,
27,567.5,2.9,39.97,0.8,2436.8,0.492,0.692,,,,,,73.1,21.84,10.69,11.62
27,550,,,,,,,4.8,20.97,1.109,0.468,0.483,66.7,19.13,8.32,8.29
27,,2.91,40.58,0.79,2504.5,0.492,0.668,,,,,,,,,
27,450,,,,,,,4.43,24.01,1.067,0.436,0.221,75.1,18.48,8.83,8.45
27,,2.9,39.18,0.82,2551,0.476,0.674,,,,,,,,,
27,390,,,,,,,,,,,,70.6,18.29,8.15,9.44
27,505.5,2.87,38.99,0.83,2654.5,0.466,0.648,,,,,,,,,
27,365,,,,,,,,,,,,,,,
27,495,2.93,40.75,0.8,2514.6,0.512,0.722,4.91,22.98,1.07,0.487,0.285,,,,
27,499,,,,,,,,,,,,,,,
27,451.5,2.93,40.12,0.81,2614.6,0.468,0.684,3.36,27.31,1.053,0.502,0.141,66.7,14.45,10.62,6.38
27,504,,,,,,,,,,,,,,,
27,480.5,3.05,44.58,0.85,2585.3,0.492,0.704,6.82,20.94,1.053,0.453,0.138,,,,
27,507.5,,,,,,,,,,,,,,,
27,506.5,2.98,42.07,0.85,2538.8,0.466,0.664,4.11,24.54,0.96,0.385,0.145,67.7,13.48,9.76,6.31
27,537.5,,,,,,,,,,,,,,,
27,450.5,2.87,38.76,0.8,2491.2,0.484,0.696,,,,,,69.7,15.87,10.05,6.59
27,403.5,,,,,,,,,,,,75.1,14.92,8.3,6.21
27,511.5,2.84,37.96,0.74,2345.9,0.53,0.738,6.62,24.02,1.032,0.347,0.2,,,,
27,465.5,2.98,41.94,0.89,2610.9,0.432,0.624,4.54,27.06,1.079,0.628,0.192,70.1,17.12,10.03,7.38
27,442,2.96,41.6,0.89,2592.1,0.448,0.656,,,,,,,,,
27,516.5,2.91,39.96,0.88,2592.5,0.45,0.65,3.75,25.91,0.986,0.48,0.084,72.6,15.69,10.21,6.77
27,385,2.96,41.57,0.82,2517.3,0.484,0.694,,,,,,,,,
27,403,3.04,44.07,0.96,2704,0.42,0.608,6.34,21.99,1.075,0.641,0.574,,,,
27,,2.89,39.47,0.88,2530.5,0.444,0.634,2.34,27.31,0.968,0.434,0.329,69.2,19.13,9.59,9.71
27,440,,,,,,,4.11,21.82,0.872,0.397,0.028,69.7,13.68,8.86,6.61
27,,2.91,40.35,0.94,2674.9,0.426,0.608,2.64,29.35,0.978,0.649,0.6,,,,
28,,2.79,36.86,0.76,2306.5,0.486,0.678,4.7,23.86,0.744,0.292,0.22,,23,7.31,7.7
28,307,,,,,,,,,,,,,,,
28,451.5,,,,,,,,,,,,,,,
28,395,2.78,36.95,0.81,2427.2,0.442,0.646,2.56,26.21,,0.59,0.243,69.9,24.47,8.85,9.44
28,380.5,,,,,,,,,,,,,,,
28,326,2.77,36.69,0.78,2267.7,0.474,0.676,,,,,,,,,
28,331.5,,,,,,,,,,,,,,,
28,351.5,,,,,,,,,,,,,,,
28,381,,38.32,0.77,2216.2,0.46,0.672,4.7,24.89,0.833,0.351,0.37,73.6,24.3,7.83,9.62
28,350,,,,,,,,,,,,,,,
28,398,2.67,34.12,0.72,2323.8,0.464,0.666,4.57,23.08,0.743,0.147,0.247,71.5,21.37,8.09,8.13
28,418.5,,,,,,,,,,,,,,,
28,,,,,,,,6.84,18.77,0.849,0.123,0.312,,20.77,8.52,9.44
28,369.5,2.73,36.01,0.79,2268.7,0.44,0.656,4.1,24.16,0.756,0.097,0.345,74.1,20.3,7.33,6.77
28,417,,,,,,,,,,,,,,,
28,382.5,2.71,35.08,0.64,2061.4,,,5.64,21.89,0.801,0.079,0.271,71.5,19.71,7.93,6.81
28,418,,,,,,,,,,,,,,,
28,490,2.67,34.17,0.9,2234.3,0.39,0.556,5.5,21.64,0.859,0.315,0.308,71.5,18.83,7.53,7.06
28,410,,,,,,,4.68,21.41,,0.422,0.409,70.5,24.46,9.06,8.61
28,,2.74,36.34,0.91,2643.5,0.43,0.564,,,,,,,,,
28,458.5,,,,,,,4.95,21.89,0.835,0.107,0.268,73.6,23.47,8.19,7.09
28,,2.76,36.56,,2534.9,0.38,,,,,,,,,,
28,446,,,,,,,6.49,18.62,0.944,0.245,0.388,69.9,22.3,7.99,7.15
28,,2.74,35.91,0.88,2499.5,0.404,0.566,,,,,,,,,
28,418.5,,,,,,,,,,,,,,,
28,402,2.75,36.38,0.77,2203.6,0.47,0.696,6.34,21.28,0.758,0.248,0.419,,,,
28,419,,,,,,,,,,,,,,,
28,369,2.67,34.32,0.75,2140.6,0.482,0.698,4.21,24.19,0.85,0.453,0.49,71,20.32,9.71,10.01
28,410.5,2.77,36.58,0.86,2254.3,0.424,0.612,5.4,22.83,0.846,0.491,0.586,,,,
28,392.5,,,,,,,,,,,,,,,
28,433.5,2.72,35.41,0.76,2144.3,0.478,0.696,5.05,24.99,0.707,0.557,0.447,71,17.34,8.45,8.42
28,403.5,,,,,,,,,,,,,,,
28,364.5,2.66,33.33,0.76,2049.2,0.448,0.65,,,,,,,20.04,9.29,9.06
28,381.5,,,,,,,,,,,,70.5,17.99,7.01,8.17
28,439,2.66,33.52,0.79,2081.9,0.44,0.634,3.67,24.4,0.767,0.228,0.484,,,,
28,380.5,2.75,36.36,0.81,2161.3,0.452,0.648,6.15,25.89,0.858,0.513,0.494,69.4,21.31,9.05,9.46
28,373,2.67,34.34,0.77,2079.1,0.442,0.65,,,,,,,,,
28,357.5,2.61,32.62,0.72,1886,0.46,0.708,5.12,25.29,0.749,0.124,0.539,72,17.43,6.98,8.87
28,,2.67,34.29,0.77,2131.3,0.464,0.682,,,,,,,,,
28,378,2.67,34.17,0.81,2031.5,0.434,0.646,3.14,26.94,0.733,0.488,0.592,,,,
28,323.5,2.65,33.03,0.68,1932.7,0.538,0.776,4.73,24.26,0.739,0.14,0.424,65.8,17.13,7.77,7.72
28,446.5,2.65,33.82,0.79,2088.6,0.446,0.656,4.95,21.02,0.724,0.255,0.486,,17.81,7.71,7.64
28,,2.67,34.01,0.74,2024.4,0.49,0.718,3.21,26.55,0.738,0.182,0.423,,,,
29,,,,0.91,1815.5,0.45,0.586,4.59,24.93,0.747,,,82.2,19.34,6.33,8.69
29,394,,,,,,,,,,,,,,,
29,,3.14,48.02,0.75,,,0.788,4.85,24.32,0.784,0.054,0.085,76,20.7,7.19,8.98
29,306,,,,,,,,,,,,,,,
29,410,,,,,,,,,,,,,,,
29,399.5,3.01,43.96,0.96,1957.7,0.436,0.574,,,,,,,,,
29,406,,,,,,,,,,,,,,,
29,404,3.13,47.59,0.95,2043.2,0.452,0.614,1.95,26.16,0.854,0.242,0.446,79.8,21.93,6.88,9.12
29,468.5,,,,,,,,,,,,,,,
29,341.5,,,0.81,1841.8,0.506,0.68,4.28,23.74,,0.05,0.141,76,18.99,5.68,7.76
29,375.5,,,,,,,,,,,,,,,
29,451.5,3.02,44.07,0.84,1855.7,0.478,0.658,3.68,25.75,0.773,0.064,0.028,70.7,20.31,6.42,9.83
29,398,,,,,,,,,,,,,,,
29,438,,,,,,,,,,,,,,,
29,412.5,,,,,,,,,,,,,,,
29,461.5,,,,,,,,,,,,,,,
29,438,,,,,,,,,,,,,,,
29,494.5,,,,,,,,,,,,,,,
29,466.5,3.2,49.2,1.05,,0.41,0.536,,,,,,,,,
29,352,,,,,,,,,,,,,,,
29,400,3.15,47.93,0.89,1959.8,0.48,0.672,,,,,,,,,
29,478.5,,,,,,,,,,,,,,,
29,469.5,3.2,50,0.96,2118.6,0.458,0.652,2.81,26.98,0.786,0.107,0.291,76.4,13.95,10.16,6.29
29,466.5,,,,,,,,,,,,,,,
29,482.5,3.16,48.65,0.9,1982.3,0.484,0.68,5.96,21.12,0.873,,0.179,,,,
29,413.5,,,,,,,,,,,,,,,
29,380.5,3.17,48.69,0.95,2043.8,0.458,0.646,2.82,29.06,0.806,0.287,0.459,,,,
29,489,,,,,,,,,,,,,,,
29,478,,,,,,,,,,,,,,,
29,424.5,3.1,46.76,0.88,1965.2,0.496,0.694,,,,,,74.5,17.38,,8.89
29,497,,,,,,,,,,,,74.5,15.28,8.2,7.31
29,472.5,3.18,49.41,0.93,2010.9,0.482,0.666,2.34,29.8,0.742,0.093,0.011,,,,
29,475.5,3.14,47.57,0.87,1909.9,0.496,0.682,2.91,29.03,0.721,0.185,0.251,72.6,16.16,9.57,7.57
29,415,3.16,48.63,0.9,2056.1,0.488,0.684,,,,,,,,,
29,457.5,3.08,45.59,0.83,1998.5,0.502,0.71,3.5,29.4,0.691,0.142,0.327,75,14.53,8,7.66
29,479,3.16,47.97,0.85,1972.3,0.496,0.714,,,,,,,,,
29,489,3.16,48.45,0.86,1989.2,0.502,0.714,,,,,,75,16.79,6.41,7.19
29,,3.13,46.94,0.85,1945.8,0.512,0.722,1.83,26.02,0.769,0.083,0.39,,,,
30,,3,42.97,,2065.5,,,4.57,23.96,0.836,0.161,0.041,,19.48,7.91,7.53
30,434.5,,,,,,,,,,,,,,,
30,415.5,,,,,,,,,,,,,,,
30,424.5,,,,,,,,,,,,,,,
30,448,,,,,,,5.11,23.69,0.917,0.315,0.183,82.9,19.98,9.02,7.23
30,418.5,,,,,,,,,,,,,,,
30,427.5,,,,,,,,,,,,,,,
30,440.5,2.85,39.53,,2093.7,0.444,0.65,,,,,,,,,
30,457,,,,,,,,,,,,,,,
30,445.5,2.88,40.04,1,2321.2,0.378,0.53,,,,,,,,,
30,417.5,,,,,,,,,,,,,,,
30,438.5,2.89,40.36,0.9,2311.8,0.412,0.556,,,,,,76.8,20.81,8.14,
30,,,,,,,,4.88,22.28,,,0.066,,,,
30,471.5,,,,,,,,,,,,,,,
30,439,2.79,37.43,1.04,2516.7,0.356,0.482,4.13,26.35,0.826,0.32,0.036,76.2,19.65,7.59,7.41
30,382,,,,,,,,,,,,,,,
30,416,2.83,38.13,1.03,2495.4,0.366,0.496,3.27,26.58,0.891,0.121,0.134,74,19.8,6.38,6.07
30,396.5,,,,,,,,,,,,,,,
30,431.5,,,,,,,,,,,,,,,
30,413.5,2.88,40.22,1.06,2658.8,0.376,0.498,2.98,24.82,0.796,0.169,,77.9,21.06,7.06,7.28
30,377.5,,,,,,,2.06,25.56,0.803,0.13,0.179,75.1,20.03,5.9,6.09
30,378.5,2.82,38.44,1.07,2622.5,0.356,0.474,,,,,,,,,
30,457,,,,,,,3.81,23.88,0.844,0.23,0.14,77.9,21.67,6.59,5.86
30,,2.86,39.44,1.03,2866,0.356,0.466,,,,,,,,,
30,489.5,,,,,,,4.59,21.83,0.903,0.145,0.039,75.7,19.15,6.76,7
31,605.5,3.08,45.58,0.69,2179.5,,,4.36,24.83,0.813,0.309,0.295,81.4,22.86,10.62,7.08
31,589,,,,,,,,,,,,,,,
31,576,,,,,,,,,,,,,,,
31,587.5,3.08,45.42,0.72,2193.2,,0.804,3.07,25.4,0.964,0.309,0.133,78.4,20.92,10.79,7.7
31,542,,,,,,,,,,,,,,,
31,552,,,,,,,,,,,,,,,
31,484,2.96,41.7,0.78,2377.7,0.506,0.7,,,,,,,,,
31,527.5,,,,,,,,,,,,,,,
31,486.5,3,42.88,0.79,2328.2,0.504,0.708,,,,,,,,,
31,451,,,,,,,,,,,,,,,
31,570.5,,,,,,,,,,,,,,,
31,505,2.89,39.77,0.77,2270.8,0.506,0.7,3.39,26.98,0.954,0.078,0.284,77.5,21.74,9.85,8.17
31,436,,,,,,,,,,,,,,,
31,,,,,,,,4.63,21.54,1.036,0.299,0.384,73.5,24.96,10.44,8.77
31,517.5,,,,,,,,,,,,77,18.97,8.19,7.08
31,480.5,,,,,,,,,,,,,,,
31,487.5,2.94,41.13,0.77,2254.6,0.534,0.724,3.93,24.74,0.959,0.225,0.255,77.9,21.37,8.24,7.55
31,524,,,,,,,,,,,,,,,
31,495,,,,,,,,,,,,,,,
31,502,2.94,41.32,,2283.8,0.428,,2.9,24.9,0.842,0.325,0.268,75.5,19.41,8.24,6.5
31,503,,,,,,,5.63,20.61,,0.116,0.182,79.4,22.13,9.12,7.83
31,,2.92,40.47,0.85,2210.5,0.452,0.636,,,,,,,,,
31,361.5,,,,,,,4.42,22.94,0.982,0.198,0.258,80.4,19.3,8.23,6.99
31,465.5,3.01,43.12,0.82,2189.9,0.498,0.696,,,,,,,,,
31,496,,,,,,,5.17,21.98,1.016,0.236,0.329,78.9,21.98,8.89,6.95
31,,2.99,42.66,0.84,2435.8,0.49,0.68,,,,,,,,,
31,445.5,,,,,,,,,,,,,,,
31,514.5,2.92,40.82,0.76,2096.5,0.548,0.764,4.91,24.29,0.951,0.686,0.454,,,,
31,474,2.87,39.06,0.77,2183.6,0.506,0.716,3.22,28.29,0.948,0.406,0.388,74,16.3,9.65,6.83
31,440.5,,,,,,,,,,,,,,,
31,463,2.86,39.03,0.73,1897.3,0.522,0.766,5.42,23.22,,0.585,,,,,
31,476.5,,,,,,,,,,,,,,,
31,465,2.88,39.57,,1912.8,,,,,,,,72.1,17.66,10.79,8.98
31,477,,,,,,,,,,,,,,,
31,477,2.84,38.04,0.78,2123.2,0.49,0.696,,,,,,70.6,20.36,,
31,413.5,,,,,,,,,,,,78.9,13.51,8.12,6.22
31,512,2.86,39.1,0.71,1951.9,0.554,0.782,2.29,29.85,0.946,0.594,0.481,,,,
31,458.5,2.88,38.94,0.81,2134.3,0.488,0.708,4.63,29.15,0.994,0.52,0.365,76.5,17.38,10.46,6.31
31,431,2.9,39.61,0.77,2147.9,0.496,0.706,,,,,,,,,
31,,2.77,36.2,0.73,1957.5,0.504,0.734,6.82,22.62,,0.372,0.06,77.5,17.29,9.89,6.4
31,,2.91,39.69,0.79,2158.3,0.504,0.706,,,,,,,,,
31,440.5,2.92,40.5,0.77,1986,0.512,0.748,5.67,23.49,0.97,0.433,0.387,,,,
31,523.5,2.93,40.9,0.83,1972.6,0.482,0.684,2.95,27.28,0.928,0.42,0.366,,20.5,8.6,8.28
31,436.5,2.87,38.69,0.81,2052.2,0.498,0.706,6.04,19.87,,0.533,0.355,75.5,18.37,11.03,9.01
31,,2.98,42.25,0.77,1947.7,0.526,0.758,2.05,29.71,0.96,0.293,0.455,,,,
32,443.5,2.9,39.65,0.92,2946.5,0.412,0.562,4.1,24.43,0.768,0.345,0.043,81.7,17.36,8.07,7.09
32,434,,,,,,,,,,,,,,,
32,444.5,2.89,40.32,0.9,3052.2,0.418,0.568,3.99,24.08,0.804,0.281,0.204,82.8,17.63,7.71,7.88
32,438,,,,,,,,,,,,,,,
32,422,,,,,,,,,,,,,,,
32,406,,,,,,,,,,,,,,,
32,425,,,,,,,,,,,,,,,
32,454.5,2.79,37.49,0.87,2922.2,0.418,0.57,3.88,25.89,0.742,0.259,0.104,76.1,17.93,7.8,7.29
32,439,,,,,,,,,,,,,,,
32,451.5,2.83,38.29,0.85,2901.8,0.416,0.574,4.1,25.92,0.833,0.491,0.178,77.2,15.37,6.98,6.12
32,,,,,,,,4.49,23.81,0.762,0.228,0.36,71.1,17.36,8.55,8.6
32,440,2.83,38.2,0.89,2860.7,0.408,0.556,4.39,25.53,0.811,0.163,0.154,79.4,17.07,7.81,7.87
32,450,,,,,,,,,,,,,,,
32,417.5,,,,,,,,,,,,,,,
32,448,,36.13,0.93,3012.8,0.392,0.53,5.72,22.67,0.576,0.355,0.061,73.9,17.17,8.59,8.03
32,413,,,,,,,4.85,21.64,0.737,0.342,0.205,74.4,16.54,7.49,7.16
32,441.5,2.94,41.77,0.98,3137.5,0.398,0.538,,,,,,,,,
32,418.5,,,,,,,4.6,23.35,0.695,0.468,0.079,73.3,16.98,8.54,7.48
32,,2.87,39.25,0.92,2996.9,0.412,0.564,,,,,,,,,
32,424,,,,,,,,,,,,74.4,17.16,8.46,8.21
32,,2.91,40.85,0.94,3042.8,0.424,0.58,,,,,,,,,
32,427.5,3,43.03,1.01,3033.8,0.386,0.522,4.57,22.9,0.549,0.361,0.248,,,,
32,423,,,,,,,,,,,,,,,
32,425,2.89,39.75,0.87,2897.6,0.42,0.588,3.04,27.45,0.62,0.42,0.154,75.6,,7.38,5.84
32,420.5,,,,,,,,,,,,,,,
32,418.5,2.92,40.44,0.94,3064.3,0.408,0.562,3.36,23.18,0.699,0.588,0.283,,,,
32,457,,,,,,,,,,,,,,,
32,441.5,2.97,41.92,0.97,3011,0.396,0.562,5.95,24.64,0.66,0.563,0.181,77.8,,8.35,5.94
32,447,,,,,,,,,,,,,,,
32,445.5,2.84,38.62,0.92,2817,0.396,0.552,,,,,,,,7.23,5.39
32,439.5,,,,,,,,,,,,77.2,,7.15,5.65
32,434,2.92,40.36,0.93,2779.4,0.406,0.568,2.5,25.3,0.619,0.192,,,,,
32,,2.9,40.37,0.89,2816.9,0.43,0.6,6.57,26.46,0.711,0.266,0.077,81.7,,7.52,5.5
32,470,2.87,38.93,0.9,2769.1,0.408,0.58,,,,,,,,,
32,440.5,2.89,39.28,0.88,2895,0.428,0.596,4.99,24.55,0.931,0.332,0.228,78.9,15.67,6.65,6.75
32,448,2.94,40.68,0.92,2860.3,0.414,0.568,,,,,,,,,
32,444,2.93,40.8,0.86,2797,0.43,0.612,7.49,21.97,0.775,0.396,0.289,,,,
32,,2.88,39.03,0.87,2686.4,0.42,0.594,2.46,26.68,0.668,0.262,0.04,76.1,,7.39,5.61
32,424,2.9,39.58,0.83,2812.3,,,,,,,,75.6,,6.88,4.74
32,,2.9,39.78,0.89,2786.4,0.424,0.596,5.24,22.23,0.633,0.346,0.081,,,,
33,517.5,2.85,38.1,0.89,2094.4,0.406,0.568,3.24,25.04,0.856,0.147,0.162,81.8,19.99,10.4,9.35
33,449.5,,,,,,,,,,,,,,,
33,458.5,2.74,35.65,0.89,1951.2,0.426,0.586,2.29,24.08,0.971,0.273,0.332,,22.93,11.06,11.57
33,361,,,,,,,,,,,,,,,
33,421.5,,,,,,,,,,,,,,,
33,390.5,,,,,,,,,,,,,,,
33,415,,,,,,,,,,,,,,,
33,443,,,,,,,,,,,,,,,
33,451,,,,,,,,,,,,,,,
33,446.5,,,,,,,3.74,23.24,0.813,0.331,0.329,85.9,21.56,10.44,9.14
33,383,,,,,,,,,,,,,,,
33,441.5,,,,,,,3.71,25.11,0.853,0.181,0.218,80.2,23.05,9.28,8.1
33,455,,,,,,,,,,,,,,,
33,391.5,2.69,33.73,0.95,1974.8,0.38,0.528,2.78,24.87,0.702,0.238,0.264,81.8,21.71,11.67,8.32
33,436.5,,,,,,,2.43,24.6,0.89,0.098,0.233,81.8,21.37,11.68,8.48
33,,2.73,35.6,0.94,2061.5,0.392,0.532,,,,,,,,,
33,460,,,,,,,4.18,21.93,0.823,0.327,0.331,77.6,19.98,10.89,7.88
33,,2.72,35.34,0.84,1927.9,0.44,0.592,,,,,,,,,
33,438,,,,,,,3.63,23.22,0.782,0.32,0.32,,,,
33,,2.76,36.57,0.92,1928.5,0.388,0.522,,,,,,,,,
33,395,,,,,,,,,,,,,,,
33,429,,,,,,,,,,,,,,,
33,372.5,,,,,,,,,,,,82.3,24.31,12.3,9.31
33,,2.92,40.66,0.82,2054.8,0.476,0.678,,,,,,,,,
33,365,,,,,,,,,,,,,,,
33,425.5,,,,,,,,,,,,,,,
33,,2.94,40.63,0.84,1813.2,0.464,0.644,,,,,,,,,
33,474.5,,,,,,,,,,,,,,,
33,494.5,2.88,39.58,0.83,2069.8,0.472,0.664,3.59,26.19,0.916,0.517,0.411,,,,
33,485,,,,,,,,,,,,,,,
33,446.5,,,,,,,,,,,,79.7,29.1,,
33,373,,,,,,,,,,,,,,,
33,467,,,,,,,,,,,,,,,
33,430.5,2.93,41.02,0.8,2110.7,0.486,0.682,,,,,,84.4,25.09,13.75,9.97
33,458,,,,,,,,,,,,,,,
33,486,,,,,,,,,,,,,,,
33,413,,,,,,,,,,,,,,,
33,485,2.95,41.24,0.78,2123.2,0.506,0.71,,,,,,,,,
33,447.5,2.94,40.97,0.8,1986.5,0.486,0.692,,,,,,,,,
33,456,2.97,42.17,0.77,2046.3,0.542,0.752,3.46,22.4,0.807,0.56,0.262,77.1,22.13,11.77,9
34,625.5,2.85,38.53,0.95,2735.4,0.388,0.526,3.12,27.08,0.96,0.272,0.153,74.1,18.4,11.57,8.46
34,636,,,,,,,,,,,,,,,
34,632,2.93,40.63,0.94,2611.2,0.412,0.556,3.52,27.38,0.852,0.213,0.051,,19.66,10.35,9.63
34,636.5,,,,,,,,,,,,,,,
34,661.5,,,,,,,,,,,,,,,
34,680.5,,,,,,,,,,,,,,,
34,646,2.96,42.12,1.03,2878.5,0.406,0.524,,,,,,,,,
34,676,,,,,,,,,,,,,,,
34,658,,,,,,,,,,,,,,,
34,655,2.84,38.79,1,2640.8,0.392,0.522,3.35,26,0.825,0.128,,,17.27,8.3,7.72
34,663,,,,,,,,,,,,,,,
34,,,,,,,,4.73,21.77,0.971,0.297,0.177,,,,
34,677.5,2.85,38.86,0.98,2829.7,0.396,0.524,2.15,28.29,0.709,,,76.2,18.88,9.28,8.71
34,673,,,,,,,,,,,,,,,
34,641,2.84,37.95,0.97,2786.6,0.406,0.538,2.1,28.81,0.866,0.121,,74.6,19.04,9.62,8.06
34,578,,,,,,,,,,,,,,,
34,653,,,,,,,,,,,,,,,
34,634,2.92,41.12,0.97,2982.4,0.412,0.532,2.6,25.61,0.694,0.087,,73,17.09,9.63,7.67
34,607,,,,,,,5.61,20.46,0.793,0.348,0.048,77.2,20.55,8.27,8.44
34,611,2.95,41.8,0.97,2862.5,0.43,0.572,,,,,,,,,
34,674,,,,,,,4.54,23.84,0.678,0.232,,76.2,18.35,9.91,8.23
34,,2.95,41.95,1.01,2856.9,0.406,0.54,,,,,,,,,
34,662.5,,,,,,,,,,,,75.7,19.77,8.87,7.79
34,,2.94,41.47,1.07,3113.5,0.382,0.496,,,,,,,,,
34,613,2.95,42,1.03,2839.6,0.402,0.54,4.03,24.92,0.795,0.05,0.02,,,,
34,630.5,,,,,,,,,,,,,,,
34,650,,45.3,1.06,2898.6,0.4,0.53,2.7,28.34,0.544,0.207,0.129,73,15.27,9.36,6.77
34,556,2.92,40.42,0.91,2458.3,0.434,0.594,4.79,23.74,0.67,0.379,0.141,,,,
34,621,,,,,,,,,,,,,,,
34,609,,,,,,,,,,,,,,,
34,625.5,,,,,,,,,,,,74.6,14.38,8.21,6.73
34,594,2.93,40.78,0.87,2388.4,,,2.93,28.98,0.546,,,,,,
34,624.5,2.94,41.42,0.94,2509.9,0.438,0.6,5.87,27.35,0.661,0.121,0.144,76.7,16.16,8.97,7.64
34,622,2.99,42.49,0.84,2389.2,,,,,,,,,,,
35,434,2.89,40.02,1.24,3051.5,0.328,0.426,3.01,26.38,0.927,0.338,0.43,86.6,23.23,9.47,9.55
35,425,,,,,,,,,,,,,,,
35,446,2.9,41.06,1.28,2885.2,0.304,0.404,2.91,28.77,0.861,0.296,0.264,83.2,25.22,11.17,10.82
35,443.5,,,,,,,,,,,,,,,
35,430.5,2.95,42.08,1.33,3081.7,0.306,0.392,,,,,,,,,
35,430.5,,,,,,,,,,,,,,,
35,470.5,,,,,,,,,,,,,,,
35,496.5,2.87,39.68,1.31,3114.2,0.294,0.384,3.23,26.57,0.843,0.361,0.392,79.2,24.1,,10.05
35,432.5,,,,,,,,,,,,,,,
35,510.5,2.81,38.17,1.39,,0.278,0.352,2.96,27.23,0.995,0.487,0.329,79.7,24.27,11.33,9.75
35,475.5,,,,,,,,,,,,,,,
35,,,,,,,,4.27,22.69,1.092,0.316,0.512,,22.81,9.44,8.82
35,466,2.76,36.72,1.17,2979.7,0.314,0.396,3,28.78,1.014,0.31,0.266,81.7,22.37,10.61,10.75
35,449,,,,,,,,,,,,,,,
35,478.5,2.78,37.57,1.3,2912.6,0.296,0.388,3.12,26.77,0.859,0.534,0.467,77.7,23.64,11.51,9
35,503.5,,,,,,,,,,,,,,,
35,441.5,,,,,,,,,,,,,,,
35,,2.86,39.82,1.28,2970.5,0.306,0.4,,,,,,,,,
35,,,,,,,,4.46,25.03,0.919,0.512,0.535,82.2,21.21,11.14,10.46
35,,2.88,40.23,1.25,3016.9,0.322,0.418,,,,,,,,,
35,,,,,,,,4.35,23.52,0.947,0.367,0.595,80.7,22.1,11.11,10.53
35,,2.93,41.83,1.36,3187.5,0.296,0.384,,,,,,,,,
35,,2.91,40.89,1.13,2588.6,0.356,0.484,4.21,24.57,0.7,0.429,0.189,,,,
35,,2.85,39.7,1.1,2634.6,0.37,0.492,2.64,26.58,0.954,0.751,0.487,81.2,21.69,10.45,9.73
35,,,,,,,,,,,,,81.2,20.19,11.2,10.01
35,,2.87,39.75,1.11,2516.5,0.342,0.456,,,,,,,,,
