Season,Week,ID,value_ave_GB,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1,Zscr_BT_ave_GB,Zscr_BT_JHIM.mx,Zscr_BT_FTCT.mx,Zscr_BT_FZVmx,Zscr_BT_EccDur.mn,Zscr_BT_TTPP.mn,Zscr_BT_tm_CV_SMF1,Zscr_BT_mu.vel_CV_SMF1,Zscr_BT_logAdj_pl.up,Zscr_BT_logAdj_pl.fwd,Zscr_BT_logAdj_pl.side,Zscr_BT_HRmu_perc,Zscr_BT_pl.up_CV_SMR1,Zscr_BT_pl.fwd_CV_SMR1,Zscr_BT_pl.side_CV_SMR1,Zscr_WI_TD_acu7,Zscr_WI_HIR_17_acu7,Zscr_WI_VHSR_25_acu7
2024,12,15,,35.86,0.57,2395.3,0.564,0.904,,,,,,,,,,,-0.68,-1.98,0.15,1.62,2.46,,,,,,,,,,0.98,0.73,0.92
2024,12,48,529,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,-0.96,-1.19,-0.79
2024,12,2,371.5,35.02,0.74,1952.3,0.482,0.692,,,,,,,,,,-1.33,-0.87,-0.91,-0.81,0.53,0.6,,,,,,,,,,0.86,0.59,0.63
2024,12,16,539.5,40.58,1.04,2854.3,0.356,0.48,,,,,,,,,,0.83,0.37,0.97,1.14,-1.14,-1.25,,,,,,,,,,1.26,0.78,1.43
2024,12,6,586.5,38.33,1.22,3422.3,0.324,0.434,,,,,,,,,,1.43,-0.13,2.11,2.38,-1.56,-1.65,,,,,,,,,,-0.26,0.1,0.52
2024,12,10,418.5,,,,,,,,,,,,,,,-0.73,,,,,,,,,,,,,,,1.52,0.19,2.06
2024,12,38,533,40.84,0.98,2449.3,0.39,0.534,,,,,,,,,,0.74,0.43,0.6,0.27,-0.69,-0.78,,,,,,,,,,0.91,0.51,1.46
2024,12,18,585,39.61,0.79,2320.3,0.504,0.69,,,,,,,,,,1.41,0.15,-0.6,-0.01,0.82,0.59,,,,,,,,,,0.67,0.27,1.52
2024,12,45,380.5,,,,,,,,,,,,,,,-1.21,,,,,,,,,,,,,,,0.29,0,-0.13
2024,12,1,401.5,39.29,0.89,2415.3,0.42,0.566,,,,,,,,,,-0.94,0.08,0.03,0.19,-0.29,-0.5,,,,,,,,,,0.52,0.1,0.44
2024,12,23,661,42.67,0.86,3146.3,0.466,0.632,,,,,,,,,,2.38,0.83,-0.16,1.78,0.32,0.08,,,,,,,,,,1.31,0.69,1.58
2024,12,21,562.5,35.03,1.08,2444.3,0.344,0.472,,,,,,,,,,1.12,-0.87,1.22,0.25,-1.3,-1.32,,,,,,,,,,0.76,1.08,1.41
2024,12,26,420.5,43.38,0.8,2148.3,0.522,0.766,,,,,,,,,,-0.7,0.99,-0.54,-0.39,1.06,1.25,,,,,,,,,,-1.1,-0.63,-0.51
2024,12,28,,34.29,0.77,2131.3,0.464,0.682,,,,,,,,,,,-1.03,-0.73,-0.42,0.29,0.52,,,,,,,,,,0.88,0.55,1.61
2024,12,11,416.5,39.65,1.09,3192.3,0.366,0.504,,,,,,,,,,-0.75,0.16,1.29,1.88,-1.01,-1.04,,,,,,,,,,1.69,1.79,1.5
2024,12,44,480.5,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,0.58,0.95,0.55
2024,12,41,418.5,,,,,,,,,,,,,,,-0.73,,,,,,,,,,,,,,,1.53,0.79,0.57
2024,12,33,413,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,-1.39,-0.72,0.28
2024,12,36,,35.49,1.21,2498.3,0.288,0.4,,,,,,,,,,,-0.77,2.04,0.37,-2.04,-1.95,,,,,,,,,,1.02,0.58,0.73
2024,12,7,497,28.41,0.83,2027.3,0.404,0.592,,,,,,,,,,0.28,-2.34,-0.35,-0.65,-0.5,-0.27,,,,,,,,,,1.36,1.25,1.77
2024,12,37,416,,,,,,,,,,,,,,,-0.76,,,,,,,,,,,,,,,1.3,0.28,0.96
2024,12,49,498.5,32.98,0.6,2738.2,0.574,0.832,,,,,,,,,,0.3,-1.32,-1.8,0.89,1.75,1.83,,,,,,,,,,0.84,-0.12,1.08
2024,12,9,567.5,38.71,0.87,2782.3,0.44,0.606,,,,,,,,,,1.18,-0.05,-0.1,0.99,-0.02,-0.15,,,,,,,,,,0.62,-0.12,0.39
2024,12,24,562.5,37.76,0.76,2552.2,0.532,0.676,,,,,,,,,,1.12,-0.26,-0.79,0.49,1.2,0.46,,,,,,,,,,0.13,0.16,0.87
2024,12,35,,42.12,1.16,2716.3,0.346,0.468,,,,,,,,,,,0.71,1.73,0.84,-1.27,-1.36,,,,,,,,,,0.87,1.47,0.57
2024,12,17,470,44.65,1.12,2983.3,0.376,0.498,,,,,,,,,,-0.07,1.27,1.48,1.42,-0.87,-1.09,,,,,,,,,,1.04,0.24,0.68
2024,12,22,,29.43,0.77,2058.3,0.488,0.69,,,,,,,,,,,-2.12,-0.73,-0.58,0.61,0.59,,,,,,,,,,1.54,0.53,1.17
2024,12,19,389,36.08,0.75,1647.3,0.486,0.674,,,,,,,,,,-1.1,-0.63,-0.85,-1.47,0.59,0.45,,,,,,,,,,0.63,0.27,1.28
2024,12,13,397.5,,,,,,,,,,,,,,,-0.99,,,,,,,,,,,,,,,1.33,1.1,1.16
2024,13,4,559.5,36.01,0.87,2118.3,0.424,0.624,3.09,28.36,0.884,0.492,0.445,,,,,1.08,-0.65,-0.1,-0.45,-0.24,0.01,-0.77,1.19,0.25,0.66,0.73,,,,,-0.79,-0.75,-0.85
2024,13,31,440.5,40.5,0.77,1986,0.512,0.748,5.67,23.49,0.97,0.433,0.387,,,,,-0.44,0.35,-0.73,-0.74,0.93,1.09,0.93,-0.62,0.73,0.34,0.4,,,,,-0.4,-0.17,-0.07
2024,13,10,442,,,,,,2.98,28.72,1.316,0.647,0.866,,,,,-0.42,,,,,,-0.85,1.32,2.64,1.49,3.12,,,,,-0.31,-0.52,0.08
2024,13,14,543,46.3,0.93,2233,0.432,0.636,3.73,25.36,0.59,,0.25,,,,,0.87,1.64,0.28,-0.2,-0.13,0.11,-0.35,0.08,-1.38,,-0.37,,,,,-0.73,-0.7,-0.34
2024,13,18,585,39.87,0.87,2502,0.456,0.646,5.21,23.22,0.785,0.412,0.484,,,,,1.41,0.21,-0.1,0.38,0.19,0.2,0.63,-0.72,-0.3,0.23,0.95,,,,,-0.56,-0.63,-0.43
2024,13,42,613,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,-2.44,-1.07,-1.4
2024,13,9,583,37.49,0.83,2536.2,0.482,0.64,3.32,26.99,0.856,0.411,0.514,,,,,1.38,-0.32,-0.35,0.45,0.53,0.15,-0.62,0.68,0.1,0.22,1.13,,,,,-0.65,-0.69,-0.54
2024,13,49,535.5,33.79,0.57,2723.5,0.622,0.886,6.42,20.78,1.33,0.673,0.609,,,,,0.77,-1.14,-1.98,0.86,2.39,2.3,1.43,-1.62,2.72,1.63,1.66,,,,,-0.15,-0.71,-0.75
2024,13,17,465,37.58,0.83,2327.3,0.47,0.61,3.16,27.04,0.87,,0.583,,,,,-0.13,-0.3,-0.35,0,0.37,-0.11,-0.73,0.7,0.17,,1.52,,,,,-0.4,-0.62,-0.1
2024,13,15,,,,,,,2.15,26.09,1.251,0.565,0.72,,,,,,,,,,,-1.4,0.35,2.28,1.05,2.29,,,,,0.62,-0.17,0.14
2024,13,35,,39.39,1.15,2565.2,0.342,0.462,4.75,23.12,0.987,0.713,0.645,,,,,,0.1,1.66,0.52,-1.32,-1.41,0.33,-0.76,0.82,1.85,1.87,,,,,0.22,-0.02,0.08
2024,13,41,381,,,,,,4.46,23.72,1.007,0.426,0.476,,,,,-1.21,,,,,,0.13,-0.53,0.93,0.3,0.91,,,,,0,-0.11,-0.29
2024,13,32,444,40.8,0.86,2797,0.43,0.612,7.49,21.97,0.775,0.396,0.289,,,,,-0.4,0.42,-0.16,1.02,-0.16,-0.1,2.14,-1.18,-0.35,0.14,-0.15,,,,,-0.44,-0.49,-0.73
2024,13,47,414.5,44.68,0.89,2035,0.45,0.658,2.03,28.92,0.784,0.461,0.508,,,,,-0.78,1.28,0.03,-0.63,0.11,0.31,-1.47,1.4,-0.3,0.49,1.09,,,,,0.25,-0.28,-0.41
2024,13,21,593.5,37.92,0.95,2337,0.406,0.558,1.76,30.58,1.094,0.632,0.604,,,,,1.52,-0.22,0.41,0.02,-0.48,-0.57,-1.65,2.01,1.41,1.41,1.64,,,,,-0.56,-0.62,-0.84
2024,13,38,515,42.41,1.06,2702,0.356,0.514,2.9,26.61,1.1,0.607,0.622,,,,,0.51,0.78,1.1,0.81,-1.14,-0.95,-0.9,0.54,1.45,1.27,1.74,,,,,-0.48,-0.44,-0.08
2024,13,2,497.5,34.83,0.77,1969,0.47,0.674,7.69,20.14,0.909,0.522,0.378,,,,,0.29,-0.91,-0.73,-0.78,0.37,0.45,2.27,-1.86,0.39,0.82,0.35,,,,,-0.57,-0.44,-0.51
2024,13,33,485,41.24,0.78,2123.2,0.506,0.71,,,,,,,,,,0.13,0.52,-0.66,-0.44,0.85,0.76,,,,,,,,,,-0.1,-1.09,-0.93
2024,13,22,,26.92,0.77,2041,0.478,0.66,2.61,27.75,,0.456,0.526,,,,,,-2.67,-0.73,-0.62,0.48,0.32,-1.09,0.96,,0.46,1.19,,,,,0.29,-0.08,-0.1
2024,13,27,403,44.07,0.96,2704,0.42,0.608,6.34,21.99,1.075,0.641,0.574,,,,,-0.92,1.15,0.47,0.82,-0.29,-0.13,1.38,-1.18,1.31,1.46,1.47,,,,,-0.65,-0.66,-0.2
2024,13,28,378,34.17,0.81,2031.5,0.434,0.646,3.14,26.94,0.733,0.488,0.592,,,,,-1.24,-1.06,-0.47,-0.64,-0.1,0.2,-0.74,0.66,-0.58,0.63,1.57,,,,,-0.58,-0.58,-0.45
2024,13,23,622.5,41.13,0.83,3126,0.472,0.666,2.14,24.86,0.883,0.169,0.334,,,,,1.89,0.49,-0.35,1.73,0.4,0.38,-1.4,-0.11,0.25,-1.08,0.1,,,,,0.12,-0.59,-0.04
2024,13,44,446,,0.69,1513.3,0.52,0.76,2.83,25.54,0.776,0.204,0.257,,,,,-0.37,,-1.23,-1.76,1.04,1.2,-0.95,0.14,-0.35,-0.89,-0.33,,,,,-0.45,-0.23,-0.46
2024,13,19,444,31.91,0.78,2053.3,0.49,0.658,5.62,24.08,0.955,0.501,0.433,,,,,-0.4,-1.56,-0.66,-0.59,0.64,0.31,0.9,-0.4,0.65,0.7,0.67,,,,,-0.87,-0.77,-0.74
2024,13,46,,46.88,0.93,2173.3,0.428,0.626,,,,,,,,,,,1.77,0.28,-0.33,-0.18,0.03,,,,,,,,,,-1.85,-1.1,-0.93
2024,13,6,623.5,39.71,1.17,3263,0.334,0.458,2.09,28.68,0.804,0.35,0.238,,,,,1.9,0.17,1.79,2.03,-1.43,-1.44,-1.43,1.31,-0.19,-0.11,-0.44,,,,,-1.2,-0.41,0.18
2024,13,37,441.5,33.73,0.91,2561.5,0.382,0.546,2.64,24.67,0.903,,0.179,,,,,-0.43,-1.16,0.16,0.51,-0.79,-0.67,-1.07,-0.18,0.36,,-0.78,,,,,-0.28,-0.31,-0.16
2024,13,11,429.5,38.38,0.97,2953,0.394,0.532,7.24,21.05,1.043,0.349,0.287,,,,,-0.58,-0.12,0.53,1.36,-0.63,-0.8,1.97,-1.52,1.13,-0.11,-0.16,,,,,-0.08,-0.2,0.13
2024,13,8,508,38.41,0.89,1741,0.416,0.58,5,24.01,0.809,0.605,0.538,,,,,0.42,-0.11,0.03,-1.27,-0.34,-0.38,0.49,-0.43,-0.16,1.26,1.26,,,,,-0.3,-0.23,-0.39
2024,13,25,324,,,,,,2.83,21.83,0.752,0.365,0.391,,,,,-1.94,,,,,,-0.95,-1.23,-0.48,-0.03,0.43,,,,,-0.78,-0.79,-0.63
2024,13,24,615,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,-1.12,-0.68,-0.79
2024,13,1,397.5,38.7,0.92,2468.3,0.39,0.536,3.63,26.85,0.956,,0.372,,,,,-0.99,-0.05,0.22,0.31,-0.69,-0.76,-0.42,0.63,0.65,,0.32,,,,,-0.55,-0.5,0.17
2024,13,26,439.5,42.43,0.84,2250,0.502,0.736,4.92,24.89,0.745,0.651,0.367,,,,,-0.46,0.78,-0.29,-0.17,0.8,0.99,0.44,-0.1,-0.52,1.51,0.29,,,,,-0.96,-0.23,-0.7
2024,13,16,527,,1.07,2702,0.374,0.524,2.38,26.65,0.878,0.586,0.571,,,,,0.67,,1.16,0.81,-0.9,-0.87,-1.24,0.55,0.22,1.16,1.45,,,,,0.28,-0.03,-0.09
2024,13,45,430,,,,,,,,,,,,,,,-0.58,,,,,,,,,,,,,,,-1.67,-1.02,-0.91
2024,13,12,442.5,36.21,0.92,2268,0.422,0.556,,,,,,,,,,-0.42,-0.61,0.22,-0.13,-0.26,-0.59,,,,,,,,,,-1.04,-0.49,-1.2
2024,13,13,398,,,,,,2.67,28.53,1.06,0.501,0.633,,,,,-0.99,,,,,,-1.05,1.25,1.23,0.7,1.8,,,,,-0.18,-0.42,0.08
2024,13,5,,,,,,,4.09,28.07,0.888,0.263,0.325,,,,,,,,,,,-0.11,1.08,0.27,-0.58,0.05,,,,,0.16,-0.25,-0.13
2024,13,7,505.5,29.94,0.87,1996.3,0.38,0.56,5.74,22.97,1.012,0.152,0.121,,,,,0.39,-2,-0.1,-0.72,-0.82,-0.55,0.98,-0.81,0.96,-1.17,-1.11,,,,,0,0.05,0.27
2024,13,48,518,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,-0.79,-0.78,-0.79
2024,13,36,,34.17,1.16,2339,0.304,0.43,3.6,24.56,1.144,0.387,0.362,,,,,,-1.06,1.73,0.03,-1.83,-1.69,-0.44,-0.22,1.69,0.09,0.26,,,,,-0.1,-0.14,-0.2
2024,14,4,613.5,35.9,0.86,2071.7,0.436,0.636,1.97,28.11,1.059,0.613,0.543,,19.07,9.01,8.8,1.77,-0.67,-0.16,-0.55,-0.08,0.11,-1.51,1.1,1.22,1.31,1.29,,0.54,-0.05,0.53,-0.94,-0.72,-0.67
2024,14,33,447.5,40.97,0.8,1986.5,0.486,0.692,,,,,,,,,,-0.35,0.46,-0.54,-0.74,0.59,0.6,,,,,,,,,,0.77,0.14,-0.87
2024,14,12,478.5,36.34,0.9,2043.6,0.424,0.576,,,,,,76,16.41,11.25,6.77,0.04,-0.58,0.09,-0.61,-0.24,-0.41,,,,,,0.03,-0.34,1.31,-0.78,0.14,0.71,1.59
2024,14,40,241,38.37,0.7,1801.5,0.54,0.726,3.37,25.32,1.305,1.002,0.608,78.9,24.07,10.95,9.53,-3,-0.12,-1.17,-1.14,1.3,0.9,-0.59,0.06,2.58,3.4,1.66,0.71,2.18,1.13,1,0.55,1.03,0.59
2024,14,9,601,37.18,0.84,2560.5,0.46,0.624,2.61,27.73,0.572,0.138,0.13,68.8,14.71,7.74,7.6,1.61,-0.39,-0.29,0.51,0.24,0.01,-1.09,0.95,-1.47,-1.25,-1.06,-1.67,-0.9,-0.81,-0.24,-0.23,-0.67,-0.51
2024,14,6,603,38.03,1.24,3372.6,0.306,0.408,2.91,26.58,0.663,0.239,0.094,76.9,19.21,10.03,8.88,1.64,-0.2,2.23,2.27,-1.8,-1.88,-0.89,0.53,-0.97,-0.71,-1.26,0.24,0.58,0.57,0.58,-0.04,-0.41,-0.27
2024,14,11,421,38.54,0.98,2931.2,0.394,0.528,3.99,26.06,0.967,0.328,0.37,77.1,16.71,10.18,6.46,-0.69,-0.09,0.6,1.31,-0.63,-0.83,-0.18,0.34,0.71,-0.23,0.31,0.28,-0.24,0.66,-0.97,0.18,-0.23,0.01
2024,14,48,547,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,-0.11,1.17,-0.24
2024,14,21,583,36.77,0.87,2134.6,,,1.75,28.48,0.812,0.459,0.422,65.3,21.57,11.28,10.94,1.38,-0.48,-0.1,-0.42,,,-1.66,1.23,-0.15,0.48,0.6,-2.49,1.36,1.33,1.91,-0.25,-0.43,0.8
2024,14,7,537.5,34.95,0.9,2069.6,0.392,0.574,3.53,25.62,0.618,0.183,,75,,7.32,5.96,0.8,-0.89,0.09,-0.56,-0.66,-0.43,-0.48,0.17,-1.22,-1.01,,-0.21,,-1.07,-1.3,0.98,0.58,-0.17
2024,14,47,408,48.43,0.91,2002.7,0.436,0.654,2.23,27.18,0.884,0.315,0.138,73.8,21.02,8.97,8.16,-0.86,2.12,0.16,-0.7,-0.08,0.27,-1.34,0.75,0.25,-0.3,-1.01,-0.49,1.18,-0.07,0.12,0.45,0.06,0.11
2024,14,38,515,40.65,1.03,2582.5,0.354,0.516,3.3,25.88,1.121,0.648,0.448,76.3,18.17,8.59,8.35,0.51,0.38,0.91,0.55,-1.16,-0.94,-0.63,0.27,1.56,1.5,0.75,0.1,0.24,-0.3,0.24,-0.4,-0.63,-0.08
2024,14,2,394.5,34.69,0.76,1857.7,0.478,0.69,4.79,25.15,0.921,0.468,0.657,,22.86,9.59,10.14,-1.03,-0.94,-0.79,-1.02,0.48,0.59,0.35,0,0.46,0.53,1.94,,1.79,0.3,1.4,-0.26,-0.49,-0.98
2024,14,8,546,39.56,0.93,1678.7,0.4,0.56,4.43,24.96,0.965,0.481,0.331,71,23.73,8.4,8.05,0.91,0.14,0.28,-1.41,-0.55,-0.55,0.11,-0.07,0.7,0.6,0.09,-1.15,2.07,-0.42,0.05,-0.13,-0.17,-0.5
2024,14,46,445.5,48.3,0.81,2070.7,0.486,0.722,2.03,27.1,1.132,0.305,0.308,,17.64,6.47,6.16,-0.38,2.09,-0.47,-0.56,0.59,0.87,-1.47,0.72,1.62,-0.35,-0.04,,0.07,-1.58,-1.17,-0.54,-0.07,-0.17
2024,14,10,454,,,,,,3.17,26.13,1.224,0.374,0.518,74.5,16.71,9.53,8.6,-0.27,,,,,,-0.72,0.36,2.13,0.02,1.15,-0.33,-0.24,0.27,0.4,0.07,-0.53,-0.2
2024,14,26,493.5,36.87,0.76,2119.4,0.534,0.764,3.78,26.54,0.445,0.287,0.137,78.4,12.59,6.48,6.11,0.24,-0.46,-0.79,-0.45,1.22,1.23,-0.32,0.51,-2.18,-0.45,-1.02,0.59,-1.6,-1.58,-1.2,-0.02,0.12,-0.12
2024,14,1,411.5,37.25,0.99,2418.5,0.364,0.506,3.32,26.82,0.8,0.119,0.103,68.8,17.22,8.96,7.51,-0.81,-0.37,0.66,0.2,-1.03,-1.02,-0.62,0.62,-0.21,-1.35,-1.21,-1.67,-0.07,-0.08,-0.3,-0.93,-0.42,-0.72
2024,14,19,404,32.6,0.95,2049.4,0.368,0.516,3.39,25.53,0.966,,0.138,68.7,15.08,7.82,8.02,-0.91,-1.41,0.41,-0.6,-0.98,-0.94,-0.57,0.14,0.71,,-1.01,-1.69,-0.78,-0.77,0.03,-0.31,-0.57,-0.63
2024,14,23,624,40.9,0.83,2977.5,0.47,0.654,3.16,27.52,0.889,0.126,0.492,78,13.61,6.86,7.47,1.91,0.44,-0.35,1.41,0.37,0.27,-0.73,0.88,0.28,-1.31,1,0.5,-1.26,-1.35,-0.32,0.38,-0.49,-0.6
2024,14,27,,39.47,0.88,2530.5,0.444,0.634,2.34,27.31,0.968,0.434,0.329,69.2,19.13,9.59,9.71,,0.12,-0.03,0.44,0.03,0.1,-1.27,0.8,0.72,0.34,0.07,-1.57,0.56,0.3,1.12,-0.28,-0.48,-0.38
2024,14,41,401,,,,,,2.55,25.58,0.978,0.21,0.519,71.5,22.04,8.55,7.77,-0.95,,,,,,-1.13,0.16,0.77,-0.86,1.15,-1.03,1.52,-0.32,-0.13,0.1,0.1,-0.01
2024,14,31,523.5,40.9,0.83,1972.6,0.482,0.684,2.95,27.28,0.928,0.42,0.366,,20.5,8.6,8.28,0.62,0.44,-0.35,-0.77,0.53,0.53,-0.87,0.79,0.5,0.27,0.28,,1.01,-0.29,0.2,-0.11,-0.52,-0.79
2024,14,32,,39.03,0.87,2686.4,0.42,0.594,2.46,26.68,0.668,0.262,0.04,76.1,,7.39,5.61,,0.02,-0.1,0.78,-0.29,-0.25,-1.19,0.57,-0.94,-0.58,-1.57,0.05,,-1.03,-1.52,-1.08,-0.73,-0.8
2024,14,18,565,36.75,0.84,2467.2,0.464,0.66,4.34,25.25,0.703,0.076,,71.6,14.15,8.36,6.98,1.15,-0.48,-0.29,0.3,0.29,0.32,0.05,0.03,-0.75,-1.58,,-1.01,-1.08,-0.44,-0.64,-0.68,-0.57,-0.27
2024,14,16,545.5,39.25,0.98,2700.7,0.366,0.492,4.49,23.65,0.843,0.569,0.25,73.3,20.35,10.4,7.01,0.9,0.07,0.6,0.81,-1.01,-1.15,0.15,-0.56,0.03,1.07,-0.37,-0.61,0.96,0.79,-0.62,-0.06,0.05,0.2
2024,14,24,535.5,38,0.78,2786.6,0.516,0.664,3.16,25.62,0.835,0.255,0.176,76.8,16.01,7.87,7.44,0.77,-0.21,-0.66,1,0.98,0.36,-0.73,0.17,-0.02,-0.62,-0.79,0.21,-0.47,-0.74,-0.34,-0.82,-0.34,-0.7
2024,14,25,359.5,,,,,,2.35,20.29,0.763,0.199,0.369,,,,,-1.48,,,,,,-1.26,-1.81,-0.42,-0.92,0.3,,,,,0.47,0.5,1.93
2024,14,22,476,29.91,0.75,2006.5,0.52,0.728,3.48,26.24,0.677,0.262,0.078,76,,10.64,6.42,0.01,-2.01,-0.85,-0.69,1.04,0.92,-0.51,0.4,-0.89,-0.58,-1.35,0.03,,0.94,-1,0.5,0.19,0.12
2024,14,44,450,39.47,0.74,1623.7,0.498,0.744,3.42,25.97,0.926,0.045,0.024,77.7,17.61,8.07,6.57,-0.32,0.12,-0.91,-1.52,0.74,1.06,-0.55,0.3,0.48,-1.75,-1.66,0.42,0.06,-0.61,-0.9,0.06,-0.23,-0.36
2024,14,35,,41.02,1.27,2765.5,0.306,0.404,2.19,29.48,0.799,0.577,0.303,,20.79,9.84,8.79,,0.47,2.42,0.95,-1.8,-1.91,-1.37,1.6,-0.22,1.11,-0.07,,1.1,0.46,0.53,0.28,-0.06,0.45
2024,14,14,,49.06,1,2414.4,0.414,0.61,2.29,27.68,0.547,0.231,0.122,78.1,14.23,9.89,7.62,,2.26,0.72,0.19,-0.37,-0.11,-1.3,0.94,-1.61,-0.75,-1.1,0.52,-1.06,0.49,-0.23,-0.55,-0.64,-0.36
2024,14,42,582,39.56,1.04,2080.5,0.37,0.532,3.3,27.15,0.637,0.062,,74.3,19.46,8.79,8.65,1.37,0.14,0.97,-0.53,-0.95,-0.8,-0.63,0.74,-1.11,-1.66,,-0.37,0.67,-0.18,0.44,-0.13,0.56,0.15
2024,14,45,433.5,,,,,,,,,,,,,,,-0.53,,,,,,,,,,,,,,,-1.67,-1.02,-0.91
2024,14,15,590,34.44,0.57,2391.7,0.596,0.924,3.04,24.51,1.386,0.717,0.527,81.4,,9.72,12.51,1.47,-1,-1.98,0.14,2.04,2.63,-0.81,-0.24,3.03,1.87,1.2,1.3,,0.38,2.92,1.47,1.59,2.47
2024,14,36,,34.82,1.23,2481.7,0.284,0.404,2.87,27.21,0.895,,0.14,74.4,,8.51,,,-0.91,2.17,0.34,-2.09,-1.91,-0.92,0.76,0.31,,-1,-0.35,,-0.35,,0.09,0.07,-0.58
2024,14,17,330,37.35,0.81,2136.6,0.47,0.614,3.33,25.72,0.59,0.321,0.163,78.5,16.01,10.14,9.43,-1.86,-0.35,-0.47,-0.41,0.37,-0.08,-0.61,0.21,-1.38,-0.26,-0.87,0.61,-0.47,0.64,0.94,-0.56,-0.44,0.4
2024,14,13,379.5,,,,,,4.46,25.18,0.703,0.393,0.209,73.6,15.72,9.14,8.11,-1.23,,,,,,0.13,0.01,-0.75,0.12,-0.61,-0.54,-0.57,0.03,0.09,0.17,-0.1,-0.04
2024,14,49,,30.42,0.55,2492.7,0.596,0.876,4.85,22.45,0.827,0.449,0.065,71.3,11.95,7.68,6.01,,-1.89,-2.11,0.36,2.04,2.21,0.39,-1,-0.06,0.42,-1.42,-1.08,-1.81,-0.85,-1.26,0.19,-0.75,-0.95
2024,14,28,323.5,33.03,0.68,1932.7,0.538,0.776,4.73,24.26,0.739,0.14,0.424,65.8,17.13,7.77,7.72,-1.94,-1.31,-1.29,-0.85,1.27,1.34,0.31,-0.33,-0.55,-1.24,0.61,-2.37,-0.1,-0.8,-0.16,-0.59,-0.82,-0.81
2024,14,37,411,,,,,,2.71,25.27,,0.33,0.177,,,,,-0.82,,,,,,-1.02,0.04,,-0.22,-0.79,,,,,-0.73,-0.17,-0.16
2024,15,4,578.5,38.45,0.91,2149.3,0.44,0.636,4.94,20.79,0.684,0.21,0.147,77.7,13.05,6.69,6.62,1.33,-0.11,0.16,-0.38,-0.02,0.11,0.45,-1.62,-0.85,-0.86,-0.96,0.42,-1.44,-1.45,-0.87,-0.25,-0.4,0.15
2024,15,5,,36.86,0.9,2145.2,0.404,0.55,2.79,24.32,0.599,0.113,,74.7,,7,,,-0.46,0.09,-0.39,-0.5,-0.64,-0.97,-0.31,-1.33,-1.38,,-0.28,,-1.26,,0.08,0.28,0.8
2024,15,12,442.5,35.24,0.93,2234.6,0.406,0.544,5.69,22.15,0.749,0.197,0.027,76,17.89,9.67,6.24,-0.42,-0.82,0.28,-0.2,-0.48,-0.69,0.95,-1.12,-0.49,-0.93,-1.64,0.03,0.15,0.35,-1.12,0.26,-0.08,1.36
2024,15,15,472,35.03,0.55,,0.586,0.926,2.78,23.2,0.973,,,80.4,16.3,7.6,6.66,-0.04,-0.87,-2.11,,1.91,2.65,-0.98,-0.73,0.74,,,1.06,-0.37,-0.9,-0.85,1.32,1.5,1.89
2024,15,34,622,42.49,0.84,2389.2,,,,,,,,,,,,1.88,0.79,-0.29,0.14,,,,,,,,,,,,-0.02,1.15,0.36
2024,15,48,527,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,-1.06,-1.02,-0.79
2024,15,9,574.5,36.55,0.77,2622.3,0.498,0.668,3.94,,0.706,0.118,0.214,67.7,13.66,6.7,6.74,1.27,-0.53,-0.73,0.64,0.74,0.39,-0.21,,-0.73,-1.36,-0.58,-1.93,-1.24,-1.44,-0.79,-0.07,-0.55,-0.33
2024,15,37,436,36.86,1.14,2918.2,0.352,0.466,2.82,23.11,0.543,0.154,,,,,,-0.5,-0.46,1.6,1.28,-1.19,-1.37,-0.95,-0.76,-1.64,-1.16,,,,,,-0.67,-0.04,0.65
2024,15,46,,46.82,0.9,2145.3,0.45,0.662,4.68,20.75,1.217,0.058,0.313,85.6,16.83,6.43,6.68,,1.76,0.09,-0.39,0.11,0.34,0.28,-1.64,2.1,-1.68,-0.02,2.28,-0.2,-1.61,-0.83,0.16,-0.19,0.5
2024,15,7,510.5,28.7,0.82,1830.6,0.414,0.608,3.78,22.02,0.641,0.041,,71.9,,6.66,5.99,0.45,-2.28,-0.41,-1.08,-0.37,-0.13,-0.32,-1.16,-1.09,-1.77,,-0.94,,-1.47,-1.28,1.03,1.12,1.49
2024,15,27,440,,,,,,4.11,21.82,0.872,0.397,0.028,69.7,13.68,8.86,6.61,-0.45,,,,,,-0.1,-1.24,0.19,0.14,-1.63,-1.46,-1.24,-0.14,-0.88,-0.58,-0.34,-0.1
