Season,Week,ID,value_ave_GB,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1,Zscr_BT_ave_GB,Zscr_BT_JHIM.mx,Zscr_BT_FTCT.mx,Zscr_BT_FZVmx,Zscr_BT_EccDur.mn,Zscr_BT_TTPP.mn,Zscr_BT_tm_CV_SMF1,Zscr_BT_mu.vel_CV_SMF1,Zscr_BT_logAdj_pl.up,Zscr_BT_logAdj_pl.fwd,Zscr_BT_logAdj_pl.side,Zscr_BT_HRmu_perc,Zscr_BT_pl.up_CV_SMR1,Zscr_BT_pl.fwd_CV_SMR1,Zscr_BT_pl.side_CV_SMR1,Zscr_WI_TD_acu7,Zscr_WI_HIR_17_acu7,Zscr_WI_VHSR_25_acu7
2024,11,2,506.5,32.35,0.76,1926.9,0.456,0.658,6.5,25.9,0.911,0.151,0.452,,21.05,8.46,10.14,0.4,-1.46,-0.79,-0.87,0.19,0.31,1.48,0.28,0.4,-1.18,0.77,,1.19,-0.38,1.4,-0.32,-0.06,0.03
2024,11,44,372.5,40.02,0.74,1567.9,0.502,0.754,6.11,27.62,0.966,0.181,0.179,76.2,19.16,8.5,8.77,-1.31,0.24,-0.91,-1.65,0.8,1.14,1.23,0.91,0.71,-1.02,-0.78,0.07,0.57,-0.35,0.51,0.12,-0.01,0.28
2024,11,6,611,39.77,1.13,3418.3,0.344,0.458,5.91,27.53,0.721,0.336,0.314,80.5,20.25,13.51,8.41,1.74,0.19,1.54,2.37,-1.3,-1.44,1.09,0.88,-0.65,-0.18,-0.01,1.08,0.93,2.67,0.28,-0.66,-0.14,0.07
2024,11,22,,29.98,0.8,2072.3,0.48,0.682,,28.08,0.812,0.304,0.017,81.8,18.01,12.85,8.41,,-1.99,-0.54,-0.55,0.51,0.52,,1.08,-0.15,-0.36,-1.7,1.39,0.19,2.28,0.28,0,0.04,0.73
2024,11,41,395,30.22,0.71,1741.9,0.492,0.686,5.77,27.35,0.961,0.373,0.309,75,22.01,9.89,7.65,-1.03,-1.94,-1.1,-1.27,0.67,0.55,1,0.81,0.68,0.02,-0.04,-0.21,1.51,0.49,-0.21,0.25,0.25,1.15
2024,11,1,397,38.47,0.84,2219.2,0.43,0.62,4.05,27.37,0.927,0.465,0.196,70.4,18.99,9.7,7.87,-1,-0.1,-0.29,-0.23,-0.16,-0.03,-0.14,0.82,0.49,0.51,-0.68,-1.29,0.51,0.37,-0.07,-0.64,-0.29,0.69
2024,11,34,624.5,41.42,0.94,2509.9,0.438,0.6,5.87,27.35,0.661,0.121,0.144,76.7,16.16,8.97,7.64,1.92,0.56,0.34,0.4,-0.05,-0.2,1.07,0.81,-0.98,-1.34,-0.98,0.19,-0.42,-0.07,-0.21,0.03,0.07,0.11
2024,11,29,475.5,47.57,0.87,1909.9,0.496,0.682,2.91,29.03,0.721,0.185,0.251,72.6,16.16,9.57,7.57,0.01,1.93,-0.1,-0.9,0.72,0.52,-0.89,1.44,-0.65,-1,-0.37,-0.77,-0.42,0.29,-0.26,0.16,0.14,0.12
2024,11,9,595.5,38.27,0.85,2761.9,0.468,0.622,5.53,28.44,0.675,0.179,0.101,72,17.12,8.3,7.72,1.54,-0.15,-0.22,0.94,0.35,-0.01,0.84,1.22,-0.9,-1.03,-1.22,-0.92,-0.1,-0.48,-0.16,-0.35,-0.11,-0.11
2024,11,14,499,51.81,1.09,2473.2,0.384,0.554,4.47,27.54,0.518,0.515,0.358,81.8,15.15,11.53,7.4,0.31,2.87,1.29,0.32,-0.77,-0.6,0.14,0.88,-1.77,0.78,0.24,1.39,-0.75,1.48,-0.37,-0.27,0.31,0.34
2024,11,46,500,48.23,0.86,2104.3,0.456,0.67,5.1,28.84,1.09,0.464,0.67,80.3,14.18,9.43,7.6,0.32,2.07,-0.16,-0.48,0.19,0.41,0.56,1.37,1.39,0.51,2.01,1.04,-1.07,0.21,-0.24,0.71,0.46,-0.06
2024,11,47,,45.83,0.85,1999.3,0.462,0.688,5.38,27.48,1.116,0.298,0.284,76.7,19.56,8.21,,,1.54,-0.22,-0.71,0.27,0.57,0.74,0.86,1.54,-0.39,-0.18,0.19,0.7,-0.53,,0.75,0.94,-0.04
2024,11,7,479,31.08,0.79,1927.9,0.428,0.622,5.09,26.45,0.743,0.206,,80.1,14.72,9.38,6.14,0.05,-1.75,-0.6,-0.87,-0.18,-0.01,0.55,0.48,-0.53,-0.88,,0.99,-0.89,0.18,-1.18,0.24,-0.37,-0.06
2024,11,36,,34.76,1.2,2296.2,0.292,0.414,,27.57,0.987,0.547,0.13,75.4,21.01,9.99,8.81,,-0.93,1.98,-0.07,-1.99,-1.83,,0.9,0.82,0.95,-1.06,-0.12,1.18,0.55,0.54,0.36,-0.34,0.48
2024,11,28,380.5,36.36,0.81,2161.3,0.452,0.648,6.15,25.89,0.858,0.513,0.494,69.4,21.31,9.05,9.46,-1.21,-0.57,-0.47,-0.36,0.13,0.22,1.25,0.27,0.11,0.77,1.01,-1.53,1.28,-0.02,0.96,-0.69,-0.14,0.2
2024,11,48,515.5,41.53,0.62,1813.9,0.614,0.9,,,,,,74.5,14.38,9.13,7.58,0.52,0.58,-1.67,-1.11,2.28,2.42,,,,,,-0.33,-1.01,0.03,-0.25,-0.37,0.16,-0.06
2024,11,23,627.5,40.67,0.85,3043.3,0.448,0.648,,,,,,,,,,1.95,0.39,-0.22,1.55,0.08,0.22,,,,,,,,,,0.52,0.46,0.82
2024,11,19,340,31.42,0.69,1660.9,0.496,0.676,6.51,27.48,0.934,0.426,0.529,71.3,22.48,,12.29,-1.73,-1.67,-1.23,-1.44,0.72,0.46,1.49,0.86,0.53,0.3,1.21,-1.08,1.66,,2.78,-0.88,-0.49,-0.13
2024,11,31,458.5,38.94,0.81,2134.3,0.488,0.708,4.63,29.15,0.994,0.52,0.365,76.5,17.38,10.46,6.31,-0.21,0,-0.47,-0.42,0.61,0.74,0.25,1.48,0.86,0.81,0.28,0.14,-0.02,0.83,-1.07,-0.15,0.2,0.91
2024,11,37,416.5,,,,,,,,,,,,,,,-0.75,,,,,,,,,,,,,,,0.16,0.86,0.47
2024,11,10,438.5,,,,,,2.19,28.09,1.371,0.561,0.561,78,24.91,14.7,11.39,-0.47,,,,,,-1.37,1.09,2.95,1.03,1.39,0.5,2.46,3.39,2.2,-0.23,0.17,0.44
2024,11,5,,,,,,,5.81,26.23,0.741,,,77.9,,7.95,,,,,,,,1.03,0.4,-0.54,,,0.47,,-0.69,,-0.26,-0.19,-0.19
2024,11,42,580.5,37.76,0.92,1933.3,0.396,0.558,5.37,29.77,0.497,0.333,0.361,76.2,16.49,8.75,6.35,1.35,-0.26,0.22,-0.85,-0.61,-0.57,0.74,1.71,-1.89,-0.2,0.26,0.07,-0.31,-0.2,-1.05,-0.35,-0.51,-0.16
2024,11,24,516,36.73,0.78,2668.9,0.5,0.656,5.45,26.31,0.903,0.335,0.279,78.9,21.09,9.97,13.76,0.52,-0.49,-0.66,0.74,0.77,0.29,0.79,0.43,0.36,-0.19,-0.21,0.71,1.2,0.53,3.73,-0.31,-0.1,0.33
2024,11,33,430.5,41.02,0.8,2110.7,0.486,0.682,,,,,,84.4,25.09,13.75,9.97,-0.57,0.47,-0.54,-0.47,0.59,0.52,,,,,,2,2.52,2.82,1.29,-0.45,-0.1,-0.81
2024,11,35,,41.05,1.11,2626.9,0.354,0.474,4.88,27.72,0.853,0.44,0.465,83.7,23.28,10.87,9.7,,0.47,1.41,0.65,-1.16,-1.3,0.41,0.95,0.08,0.38,0.85,1.84,1.92,1.08,1.11,0.34,0.14,0.49
2024,11,32,,40.37,0.89,2816.9,0.43,0.6,6.57,26.46,0.711,0.266,0.077,81.7,,7.52,5.5,,0.32,0.03,1.06,-0.16,-0.2,1.53,0.48,-0.71,-0.56,-1.36,1.37,,-0.95,-1.59,-0.42,-0.25,-0.09
2024,11,49,560,33.45,0.62,2519.3,0.538,0.778,7.03,23.08,0.925,0.639,0.439,74.9,14.58,9.29,7.11,1.09,-1.22,-1.67,0.42,1.27,1.35,1.83,-0.77,0.48,1.45,0.7,-0.23,-0.94,0.12,-0.56,-0.97,0.23,-0.55
2024,11,13,404,,,,,,4.33,27.69,0.725,0.548,0.462,73.6,19.33,10.35,9.52,-0.91,,,,,,0.05,0.94,-0.63,0.96,0.83,-0.54,0.62,0.76,1,-0.35,-0.16,0.65
2024,11,21,578,37.03,1,2411.9,0.37,0.494,4.42,24.65,0.942,0.842,0.4,67.4,22.24,12.64,11.98,1.32,-0.42,0.72,0.18,-0.95,-1.13,0.11,-0.19,0.57,2.54,0.48,-2,1.58,2.15,2.58,-0.45,-0.17,0.91
2024,11,11,415.5,37.82,1.03,2998.3,0.372,0.496,5.14,27.5,0.971,0.675,0.329,80.7,18.41,13.73,9.06,-0.76,-0.25,0.91,1.46,-0.93,-1.11,0.58,0.87,0.73,1.64,0.07,1.13,0.32,2.81,0.7,0.33,0.05,0.57
2024,11,41,420,,,,,,,,,,,,,,,-0.71,,,,,,,,,,,,,,,1.34,1.78,2.14
2024,11,44,499,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,1.27,0.87,1.12
2024,11,16,533,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,0.06,0.09,0.97
2024,11,45,362,,,,,,,,,,,,,,,-1.45,,,,,,,,,,,,,,,1.23,1.12,0.96
2024,11,4,573,37.28,0.86,2020.9,0.448,0.642,,,,,,,,,,1.26,-0.37,-0.16,-0.66,0.08,0.17,,,,,,,,,,0.58,0.94,0.9
2024,11,47,400.5,46.74,0.87,2002.1,0.474,0.702,,,,,,,,,,-0.96,1.74,-0.1,-0.7,0.43,0.69,,,,,,,,,,1.51,1.62,1.27
2024,11,16,546,37.93,0.96,2585.1,0.366,0.506,,,,,,,,,,0.91,-0.22,0.47,0.56,-1.01,-1.02,,,,,,,,,,-0.15,-0.08,0.95
2024,11,24,556.5,37.56,0.77,2744.9,0.512,0.662,,,,,,,,,,1.04,-0.3,-0.73,0.91,0.93,0.34,,,,,,,,,,0.69,0.93,2.27
2024,11,31,431,39.61,0.77,2147.9,0.496,0.706,,,,,,,,,,-0.57,0.15,-0.73,-0.39,0.72,0.73,,,,,,,,,,1.24,1.92,2.13
2024,11,36,,36.21,1.24,2525.9,0.29,0.408,,,,,,,,,,,-0.61,2.23,0.43,-2.01,-1.88,,,,,,,,,,0.91,1.47,1.75
2024,11,7,478.5,31.84,0.82,2020.1,0.408,0.614,,,,,,,,,,0.04,-1.58,-0.41,-0.67,-0.45,-0.08,,,,,,,,,,0.43,0.31,0.77
2024,11,1,389.5,39.4,0.89,2267.9,0.418,0.548,,,,,,,,,,-1.1,0.11,0.03,-0.13,-0.32,-0.66,,,,,,,,,,0.54,0.88,1.42
2024,11,33,458,,,,,,,,,,,,,,,-0.22,,,,,,,,,,,,,,,0.42,0.76,0.6
2024,11,6,597.5,38.2,1.3,3973.9,0.296,0.382,,,,,,,,,,1.57,-0.16,2.61,3.57,-1.93,-2.11,,,,,,,,,,0.75,0.79,1.13
2024,11,27,442,41.6,0.89,2592.1,0.448,0.656,,,,,,,,,,-0.42,0.6,0.03,0.58,0.08,0.29,,,,,,,,,,0.54,0.6,1.28
2024,11,11,433,37.59,1,2849.9,0.382,0.524,,,,,,,,,,-0.54,-0.3,0.72,1.13,-0.79,-0.87,,,,,,,,,,1.18,0.89,1.62
2024,11,10,424.5,,,,,,,,,,,,,,,-0.65,,,,,,,,,,,,,,,1.44,1.29,1.94
2024,11,19,360,,0.86,1657.1,0.332,0.532,,,,,,,,,,-1.48,,-0.16,-1.45,-1.46,-0.8,,,,,,,,,,0.52,0.98,1.24
2024,11,26,453.5,41.76,0.78,2093.1,0.544,0.778,,,,,,,,,,-0.28,0.63,-0.66,-0.51,1.35,1.35,,,,,,,,,,1.12,1.24,1.59
2024,11,2,398,37.06,0.8,2083.1,0.464,0.664,,,,,,,,,,-0.99,-0.42,-0.54,-0.53,0.29,0.36,,,,,,,,,,0.97,1.36,1.87
2024,11,48,555.5,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,-1,-0.41,-0.36
2024,11,14,522.5,48.73,1.02,2535.1,0.416,0.59,,,,,,,,,,0.61,2.18,0.85,0.45,-0.34,-0.29,,,,,,,,,,1.06,1.49,1.65
2024,11,44,495.5,39.86,0.69,1517.9,0.526,0.79,,,,,,,,,,0.26,0.21,-1.23,-1.75,1.12,1.46,,,,,,,,,,1.4,1,1.32
2024,11,12,405,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,-1.52,-0.77,-0.06
2024,11,35,,40.14,1.15,2646.9,0.342,0.466,,,,,,,,,,,0.27,1.66,0.69,-1.32,-1.37,,,,,,,,,,0.81,0.65,0.98
2024,11,40,261,37.19,0.66,1668.9,0.564,0.784,,,,,,,,,,-2.74,-0.39,-1.42,-1.43,1.62,1.41,,,,,,,,,,0.92,1.29,2.06
2024,11,17,395,40.15,1,2603.9,0.398,0.536,,,,,,,,,,-1.03,0.27,0.72,0.6,-0.58,-0.76,,,,,,,,,,0.31,0.46,-0.17
2024,11,42,538.5,39.13,1.11,2138.1,0.332,0.486,,,,,,,,,,0.81,0.05,1.41,-0.41,-1.46,-1.2,,,,,,,,,,1.02,1.25,1.24
2024,11,28,373,34.34,0.77,2079.1,0.442,0.65,,,,,,,,,,-1.31,-1.02,-0.73,-0.54,0,0.24,,,,,,,,,,0.85,1.31,1.01
2024,11,22,,29.53,0.8,1993.9,0.476,0.67,,,,,,,,,,,-2.09,-0.54,-0.72,0.45,0.41,,,,,,,,,,1.21,1.21,1.96
2024,11,8,545.5,37.42,0.76,1685.9,0.502,0.682,,,,,,,,,,0.9,-0.34,-0.79,-1.39,0.8,0.52,,,,,,,,,,0.5,1.05,0.74
2024,11,32,470,38.93,0.9,2769.1,0.408,0.58,,,,,,,,,,-0.07,0,0.09,0.96,-0.45,-0.38,,,,,,,,,,0.95,1.57,1.45
2024,11,25,386.5,,,,,,,,,,,,,,,-1.14,,,,,,,,,,,,,,,-0.75,-0.57,0.22
2024,11,38,520,37.72,0.96,2551.1,0.384,0.538,,,,,,,,,,0.58,-0.27,0.47,0.49,-0.77,-0.74,,,,,,,,,,0.98,1.17,0.45
2024,11,23,629,42.31,0.86,3045.1,0.442,0.626,,,,,,,,,,1.97,0.75,-0.16,1.56,0,0.03,,,,,,,,,,1.24,1.54,0.72
2024,11,18,571,38.67,0.8,2423.1,0.488,0.67,,,,,,,,,,1.23,-0.06,-0.54,0.21,0.61,0.41,,,,,,,,,,1.18,1.47,1.06
2024,11,9,567.5,37.75,0.82,2692.1,0.474,0.642,,,,,,,,,,1.18,-0.26,-0.41,0.79,0.43,0.17,,,,,,,,,,0.95,1,1.38
2024,11,21,562.5,36.75,1.11,2575.1,0.342,0.47,,,,,,,,,,1.12,-0.48,1.41,0.54,-1.32,-1.34,,,,,,,,,,0.44,0.37,1.46
2024,11,13,391.5,,,,,,,,,,,,,,,-1.07,,,,,,,,,,,,,,,1.05,1.31,1.78
2024,11,49,498,36.55,0.67,2791.1,0.504,0.764,,,,,,,,,,0.29,-0.53,-1.35,1.01,0.82,1.23,,,,,,,,,,0.27,0.51,0.47
2024,11,41,425,,,,,,,,,,,,,,,-0.64,,,,,,,,,,,,,,,1.12,1.69,2.07
2024,11,45,413,36.85,0.66,1784.9,0.574,0.79,,,,,,,,,,-0.8,-0.46,-1.42,-1.18,1.75,1.46,,,,,,,,,,1.34,1.33,1
2024,11,29,415,48.63,0.9,2056.1,0.488,0.684,,,,,,,,,,-0.77,2.16,0.09,-0.59,0.61,0.53,,,,,,,,,,1.03,1.39,0.65
2024,11,37,,33.64,1,2712.9,0.372,0.504,,,,,,,,,,,-1.18,0.72,0.84,-0.93,-1.04,,,,,,,,,,-0.21,0.49,0.06
2024,12,4,543,38.65,0.98,2218,0.37,0.554,4.6,26.05,0.784,0.354,0.413,75.6,12.66,6.67,5.86,0.87,-0.06,0.6,-0.24,-0.95,-0.6,0.23,0.33,-0.3,-0.09,0.55,-0.07,-1.57,-1.46,-1.36,1.08,0.92,0.81
2024,12,36,,35.02,1.19,2470.5,0.296,0.412,,,,,,73.8,17,8.41,6.82,,-0.87,1.92,0.31,-1.93,-1.84,,,,,,-0.49,-0.14,-0.41,-0.74,1.44,1.68,1.31
2024,12,5,,,,,,,,,,,,75.8,,6.98,,,,,,,,,,,,,-0.02,,-1.27,,1.5,0.71,0.97
2024,12,22,,28.99,0.81,2080.5,0.474,0.654,,,,,,76,,9.95,6.97,,-2.21,-0.47,-0.53,0.43,0.27,,,,,,0.03,,0.52,-0.65,1.94,1.53,2.13
2024,12,13,392.5,,,,,,3.69,26.66,0.717,0.368,0.293,76.9,15.36,8.89,7.68,-1.06,,,,,,-0.38,0.56,-0.67,-0.01,-0.13,0.24,-0.68,-0.12,-0.19,1.42,1.53,1.41
2024,12,23,596.5,39.86,0.83,2950,0.464,0.648,4.53,24.96,0.722,0.006,0.233,78.5,13.07,6.55,6.69,1.56,0.21,-0.35,1.35,0.29,0.22,0.18,-0.07,-0.64,-1.96,-0.47,0.61,-1.44,-1.53,-0.83,1.21,1.54,1.2
2024,12,49,524,32.93,0.6,2964,0.568,0.812,,,,,,75.4,11.42,7.43,5.55,0.63,-1.34,-1.8,1.38,1.67,1.65,,,,,,-0.12,-1.98,-1,-1.56,0.7,0.2,0.87
2024,12,38,565,39.64,0.98,2510,0.37,0.526,,,,,,77.4,,,,1.15,0.16,0.6,0.4,-0.95,-0.85,,,,,,0.35,,,,1.32,1.12,1.02
2024,12,17,414,39.44,0.92,2554.5,0.418,0.544,3.99,24.79,0.525,0.239,0.282,79,16.75,9.63,9.39,-0.78,0.11,0.22,0.49,-0.32,-0.69,-0.18,-0.14,-1.73,-0.71,-0.19,0.73,-0.23,0.33,0.91,0.86,0.57,0.36
2024,12,16,513.5,37.65,0.83,2406,0.392,0.55,2.75,26.97,0.69,0.366,0.196,75.2,18.31,9.05,7,0.49,-0.28,-0.35,0.17,-0.66,-0.64,-1,0.67,-0.82,-0.02,-0.68,-0.16,0.29,-0.02,-0.63,0.22,-0.07,0.02
2024,12,1,400.5,,,,,,5.36,25.17,0.853,0.105,0.155,68.8,18.42,9.34,8.34,-0.96,,,,,,0.73,0,0.08,-1.43,-0.91,-1.67,0.32,0.15,0.24,0.83,0.72,0.5
2024,12,37,412,,,,,,,,,,,71.8,13.75,6.71,6.72,-0.81,,,,,,,,,,,-0.96,-1.21,-1.44,-0.81,-0.28,-0.17,0.15
2024,12,18,607,39.76,0.78,2424,0.494,0.698,,,,,,75.6,22.8,9.5,12.11,1.69,0.19,-0.66,0.21,0.69,0.66,,,,,,-0.07,1.77,0.25,2.66,0.96,1.14,1.27
2024,12,7,508,30.24,0.78,1921,0.422,0.622,4.5,25.64,0.736,,,75.5,12.93,7.24,6.16,0.42,-1.93,-0.66,-0.88,-0.26,-0.01,0.16,0.18,-0.57,,,-0.09,-1.48,-1.12,-1.17,0.99,1.07,1.1
2024,12,41,418,,,,,,5.04,25.1,0.956,0.1,0.447,71,20.74,8.66,7.35,-0.73,,,,,,0.52,-0.02,0.65,-1.45,0.74,-1.15,1.09,-0.26,-0.4,1.61,1.65,0.84
2024,12,2,390,34.77,0.69,1928,0.5,0.728,5.97,23.97,0.955,0.401,0.596,,21.9,8.82,9.65,-1.09,-0.93,-1.23,-0.86,0.77,0.92,1.13,-0.44,0.65,0.17,1.59,,1.47,-0.16,1.08,1.02,1.21,1.57
2024,12,21,578.5,36.41,1.03,2398,0.358,0.508,2.94,27.24,0.946,0.396,0.327,68.9,21.29,9.94,11.69,1.33,-0.56,0.91,0.15,-1.11,-1.01,-0.87,0.77,0.6,0.14,0.06,-1.65,1.27,0.52,2.39,0.68,0.98,0.53
2024,12,33,486,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,-0.38,0.34,1.69
2024,12,45,396,,,,,,,,,,,80,,,,-1.01,,,,,,,,,,,0.97,,,,1.36,1.42,0.92
2024,12,9,571,36.28,0.85,2724.5,0.448,0.614,4.71,24.43,0.525,0.134,0.306,69.4,14.72,6.92,7.25,1.23,-0.59,-0.22,0.86,0.08,-0.08,0.3,-0.27,-1.73,-1.27,-0.06,-1.53,-0.89,-1.31,-0.47,0.89,0.59,1.21
2024,12,40,286.5,37.93,0.67,1523,0.54,0.768,3.82,26,0.917,0.602,0.598,77.9,16.49,12.34,9.25,-2.42,-0.22,-1.35,-1.74,1.3,1.27,-0.29,0.31,0.43,1.25,1.6,0.47,-0.31,1.97,0.82,1.43,1.26,1.94
2024,12,27,516.5,39.96,0.88,2592.5,0.45,0.65,3.75,25.91,0.986,0.48,0.084,72.6,15.69,10.21,6.77,0.53,0.23,-0.03,0.58,0.11,0.24,-0.34,0.28,0.82,0.59,-1.32,-0.77,-0.58,0.68,-0.78,0.93,0.41,0.65
2024,12,28,357.5,32.62,0.72,1886,0.46,0.708,5.12,25.29,0.749,0.124,0.539,72,17.43,6.98,8.87,-1.51,-1.4,-1.04,-0.96,0.24,0.74,0.57,0.05,-0.49,-1.32,1.27,-0.92,0,-1.27,0.58,1.3,1.33,1.37
2024,12,19,424.5,32.9,0.83,1952.2,0.406,0.586,6.48,26.07,0.8,0.27,0.292,72.3,18.08,7.98,8.58,-0.65,-1.34,-0.35,-0.81,-0.48,-0.32,1.47,0.34,-0.21,-0.54,-0.14,-0.85,0.21,-0.67,0.39,0.88,1.09,1.42
2024,12,12,480.5,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,-2.19,-1.33,-1.2
2024,12,8,527,36.69,0.79,1544,0.446,0.652,5.46,24.64,0.813,0.361,0.371,68.5,20.81,7.44,7.82,0.67,-0.5,-0.6,-1.7,0.06,0.25,0.8,-0.19,-0.14,-0.05,0.31,-1.74,1.11,-1,-0.1,0.9,1.4,0.67
2024,12,32,440.5,39.28,0.88,2895,0.428,0.596,4.99,24.55,0.931,0.332,0.228,78.9,15.67,6.65,6.75,-0.44,0.08,-0.03,1.23,-0.18,-0.24,0.48,-0.23,0.51,-0.2,-0.5,0.71,-0.58,-1.47,-0.79,1.33,1.61,1.52
2024,12,42,543,36.99,0.98,2039.5,0.384,0.552,2.85,28.28,0.44,0.302,0.254,75.7,16.74,8.86,6.47,0.87,-0.43,0.6,-0.62,-0.77,-0.62,-0.93,1.16,-2.21,-0.37,-0.35,-0.05,-0.23,-0.14,-0.97,1.46,1.67,1.34
2024,12,11,364,36.9,0.92,2728.5,0.402,0.554,5.02,25.43,0.786,0.161,0.232,81.8,16.12,8.84,6.32,-1.42,-0.45,0.22,0.87,-0.53,-0.6,0.5,0.1,-0.29,-1.12,-0.48,1.39,-0.43,-0.15,-1.06,1.57,1.9,1.37
2024,12,6,592.5,36.43,1.2,3413.5,0.316,0.414,3.11,26.95,0.804,0.244,0.263,75.9,19.42,9.42,8.75,1.5,-0.56,1.98,2.36,-1.67,-1.83,-0.76,0.67,-0.19,-0.68,-0.3,0,0.65,0.2,0.5,1.23,0.82,1.29
2024,12,35,,40.25,1.12,2710,0.344,0.468,,,,,,80.2,20.04,10.32,7.76,,0.29,1.48,0.83,-1.3,-1.36,,,,,,1.01,0.86,0.75,-0.14,0.95,1.43,0.33
2024,12,24,529,38.29,0.74,2652,0.576,0.73,4.63,25.1,0.948,0.4,0.444,76.8,21.34,10.98,13.21,0.69,-0.14,-0.91,0.71,1.78,0.94,0.25,-0.02,0.61,0.16,0.73,0.21,1.29,1.14,3.37,0.95,0.95,2.13
2024,12,29,457.5,45.59,0.83,1998.5,0.502,0.71,3.5,29.4,0.691,0.142,0.327,75,14.53,8,7.66,-0.23,1.48,-0.35,-0.71,0.8,0.76,-0.5,1.57,-0.82,-1.23,0.06,-0.21,-0.96,-0.66,-0.2,1.12,1.32,0.65
2024,12,10,446.5,,,,,,3.53,27.3,1.364,0.431,0.557,75,17.99,9.48,,-0.37,,,,,,-0.48,0.8,2.91,0.33,1.37,-0.21,0.18,0.24,,1.85,1.03,1.43
2024,12,44,425.5,39.39,0.71,1569,0.506,0.744,4.1,27.7,1.008,0.087,0.168,77.7,18.92,8.92,7.39,-0.64,0.1,-1.1,-1.64,0.85,1.06,-0.1,0.94,0.94,-1.52,-0.84,0.42,0.49,-0.1,-0.38,1.52,0.99,1.29
2024,12,14,547.5,48.28,1.03,2579,0.394,0.578,2.77,26.66,0.567,0.43,0.243,80.2,14.46,9.16,7.05,0.93,2.08,0.91,0.55,-0.63,-0.39,-0.98,0.56,-1.5,0.32,-0.41,1.01,-0.98,0.04,-0.59,1,1.06,1.31
2024,12,47,412.5,43.63,0.81,1873,0.486,0.712,4.71,25.97,1.079,0.514,0.333,76.2,20.09,8.72,9.64,-0.8,1.05,-0.47,-0.98,0.59,0.78,0.3,0.3,1.33,0.77,0.1,0.07,0.87,-0.22,1.07,1.56,1.67,1.87
2024,12,25,,,,,,,4.92,21.64,0.637,0.248,0.109,,,,,,,,,,,0.44,-1.31,-1.11,-0.66,-1.17,,,,,0.3,0.11,0.86
2024,12,48,538.5,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,-2.06,-1.19,-0.79
2024,12,31,,36.2,0.73,1957.5,0.504,0.734,6.82,22.62,,0.372,0.06,77.5,17.29,9.89,6.4,,-0.61,-0.98,-0.8,0.82,0.97,1.7,-0.94,,0.01,-1.45,0.38,-0.05,0.49,-1.01,1.16,1.47,1.26
2024,12,11,406.5,,,,,,,,,,,,,,,-0.88,,,,,,,,,,,,,,,1.91,2.17,1.68
2024,12,26,432.5,,,,,,,,,,,,,,,-0.55,,,,,,,,,,,,,,,-0.81,-0.51,-0.35
2024,12,23,569,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,1.64,1.87,2.81
2024,12,2,368.5,,,,,,,,,,,,,,,-1.37,,,,,,,,,,,,,,,1.23,1.08,1.34
2024,12,4,592.5,38.62,0.99,2214.3,0.416,0.606,,,,,,,,,,1.5,-0.07,0.66,-0.24,-0.34,-0.15,,,,,,,,,,0.98,0.34,1.4
2024,12,12,458.5,,,,,,,,,,,,,,,-0.21,,,,,,,,,,,,,,,-1.05,-1.02,-1.2
2024,12,25,377.5,,,,,,,,,,,,,,,-1.25,,,,,,,,,,,,,,,0.91,0.92,1.07
2024,12,32,448,40.68,0.92,2860.3,0.414,0.568,,,,,,,,,,-0.35,0.39,0.22,1.16,-0.37,-0.48,,,,,,,,,,1.2,0.46,0.94
2024,12,14,544.5,48.77,0.95,2234.3,0.424,0.618,,,,,,,,,,0.89,2.19,0.41,-0.2,-0.24,-0.04,,,,,,,,,,0.68,0.35,1.47
2024,12,47,384,45.2,0.87,2045.1,0.464,0.682,,,,,,,,,,-1.17,1.4,-0.1,-0.61,0.29,0.52,,,,,,,,,,1.46,1.24,1.98
2024,12,8,539.5,37.44,0.89,1709.3,0.414,0.574,,,,,,,,,,0.83,-0.33,0.03,-1.34,-0.37,-0.43,,,,,,,,,,1.02,0.58,0.82
2024,12,29,479,47.97,0.85,1972.3,0.496,0.714,,,,,,,,,,0.05,2.01,-0.22,-0.77,0.72,0.8,,,,,,,,,,1.19,0.72,1.05
2024,12,31,,39.69,0.79,2158.3,0.504,0.706,,,,,,,,,,,0.17,-0.6,-0.37,0.82,0.73,,,,,,,,,,1.07,0.4,0.12
2024,12,27,385,41.57,0.82,2517.3,0.484,0.694,,,,,,,,,,-1.15,0.59,-0.41,0.41,0.56,0.62,,,,,,,,,,0.93,0.04,0.93
